type;number of algorithm;size;operations;
рандом от 0 до 4000_2;8;3300;1889813;
рандом от 0 до 4000_2;9;3300;43932;
рандом от 0 до 4000_2;10;3300;16344201;
рандом от 0 до 4000_2;11;3300;155150;
рандом от 0 до 4000_2;12;3300;186603;
рандом от 0 до 4000_2;0;3400;14528898;
рандом от 0 до 4000_2;1;3400;28891500;
рандом от 0 до 4000_2;2;3400;34437898;
рандом от 0 до 4000_2;3;3400;52084909;
рандом от 0 до 4000_2;4;3400;64627;
рандом от 0 до 4000_2;5;3400;607339;
рандом от 0 до 4000_2;6;3400;12128299;
рандом от 0 до 4000_2;7;3400;511112;
рандом от 0 до 4000_2;8;3400;1985419;
рандом от 0 до 4000_2;9;3400;45232;
рандом от 0 до 4000_2;10;3400;17349474;
рандом от 0 до 4000_2;11;3400;160270;
рандом от 0 до 4000_2;12;3400;192429;
рандом от 0 до 4000_2;0;3500;15253629;
рандом от 0 до 4000_2;1;3500;30616250;
рандом от 0 до 4000_2;2;3500;36611340;
рандом от 0 до 4000_2;3;3500;55233732;
рандом от 0 до 4000_2;4;3500;66527;
рандом от 0 до 4000_2;5;3500;630213;
рандом от 0 до 4000_2;6;3500;12715024;
рандом от 0 до 4000_2;7;3500;527635;
рандом от 0 до 4000_2;8;3500;2109727;
рандом от 0 до 4000_2;9;3500;46532;
рандом от 0 до 4000_2;10;3500;18384702;
рандом от 0 до 4000_2;11;3500;165438;
рандом от 0 до 4000_2;12;3500;194916;
рандом от 0 до 4000_2;0;3600;16118806;
рандом от 0 до 4000_2;1;3600;32391000;
рандом от 0 до 4000_2;2;3600;38771038;
рандом от 0 до 4000_2;3;3600;58321485;
рандом от 0 до 4000_2;4;3600;68427;
рандом от 0 до 4000_2;5;3600;647418;
рандом от 0 до 4000_2;6;3600;13416279;
рандом от 0 до 4000_2;7;3600;544272;
рандом от 0 до 4000_2;8;3600;2223151;
рандом от 0 до 4000_2;9;3600;47832;
рандом от 0 до 4000_2;10;3600;19449997;
рандом от 0 до 4000_2;11;3600;170698;
рандом от 0 до 4000_2;12;3600;207485;
рандом от 0 до 4000_2;0;3700;17059008;
рандом от 0 до 4000_2;1;3700;34215750;
рандом от 0 до 4000_2;2;3700;40956802;
рандом от 0 до 4000_2;3;3700;61716067;
рандом от 0 до 4000_2;4;3700;70327;
рандом от 0 до 4000_2;5;3700;663914;
рандом от 0 до 4000_2;6;3700;14169929;
рандом от 0 до 4000_2;7;3700;560340;
рандом от 0 до 4000_2;8;3700;2353457;
рандом от 0 до 4000_2;9;3700;49132;
рандом от 0 до 4000_2;10;3700;20545275;
рандом от 0 до 4000_2;11;3700;175838;
рандом от 0 до 4000_2;12;3700;208132;
рандом от 0 до 4000_2;0;3800;18010081;
рандом от 0 до 4000_2;1;3800;36090500;
рандом от 0 до 4000_2;2;3800;43200028;
рандом от 0 до 4000_2;3;3800;65059776;
рандом от 0 до 4000_2;4;3800;72227;
рандом от 0 до 4000_2;5;3800;688941;
рандом от 0 до 4000_2;6;3800;14918184;
рандом от 0 до 4000_2;7;3800;576949;
рандом от 0 до 4000_2;8;3800;2472963;
рандом от 0 до 4000_2;9;3800;50432;
рандом от 0 до 4000_2;10;3800;21670569;
рандом от 0 до 4000_2;11;3800;181118;
рандом от 0 до 4000_2;12;3800;213474;
рандом от 0 до 4000_2;0;3900;19084958;
рандом от 0 до 4000_2;1;3900;38015250;
рандом от 0 до 4000_2;2;3900;45433833;
рандом от 0 до 4000_2;3;3900;68420445;
рандом от 0 до 4000_2;4;3900;74127;
рандом от 0 до 4000_2;5;3900;708006;
рандом от 0 до 4000_2;6;3900;15804039;
рандом от 0 до 4000_2;7;3900;593453;
рандом от 0 до 4000_2;8;3900;2606113;
рандом от 0 до 4000_2;9;3900;51732;
рандом от 0 до 4000_2;10;3900;22825783;
рандом от 0 до 4000_2;11;3900;186542;
рандом от 0 до 4000_2;12;3900;217918;
рандом от 0 до 4000_2;0;4000;20133833;
рандом от 0 до 4000_2;1;4000;39990000;
рандом от 0 до 4000_2;2;4000;47765448;
рандом от 0 до 4000_2;3;4000;72138633;
рандом от 0 до 4000_2;4;4000;76027;
рандом от 0 до 4000_2;5;4000;723520;
рандом от 0 до 4000_2;6;4000;16650859;
рандом от 0 до 4000_2;7;4000;609512;
рандом от 0 до 4000_2;8;4000;2740561;
рандом от 0 до 4000_2;9;4000;53032;
рандом от 0 до 4000_2;10;4000;24011063;
рандом от 0 до 4000_2;11;4000;192102;
рандом от 0 до 4000_2;12;4000;232685;
рандом от 0 до 4000_2;0;4100;21214077;
рандом от 0 до 4000_2;1;4100;42014750;
рандом от 0 до 4000_2;2;4100;50137415;
рандом от 0 до 4000_2;3;4100;75816655;
рандом от 0 до 4000_2;4;4100;77927;
рандом от 0 до 4000_2;5;4100;743834;
рандом от 0 до 4000_2;6;4100;17571209;
рандом от 0 до 4000_2;7;4100;625552;
рандом от 0 до 4000_2;8;4100;2870489;
рандом от 0 до 4000_2;9;4100;54332;
рандом от 0 до 4000_2;10;4100;25226372;
рандом от 0 до 4000_2;11;4100;197386;
рандом от 0 до 4000_2;12;4100;261867;
почти отсортирован_2;0;100;4407;
почти отсортирован_2;1;100;24750;
почти отсортирован_2;2;100;44750;
почти отсортирован_2;3;100;802;
почти отсортирован_2;4;100;2303;
почти отсортирован_2;5;100;12942;
почти отсортирован_2;6;100;594;
почти отсортирован_2;7;100;9728;
почти отсортирован_2;8;100;20890;
почти отсортирован_2;9;100;2524;
почти отсортирован_2;10;100;15051;
почти отсортирован_2;11;100;2044;
почти отсортирован_2;12;100;2515;
почти отсортирован_2;0;200;10486;
почти отсортирован_2;1;200;99500;
почти отсортирован_2;2;200;179223;
почти отсортирован_2;3;200;3355;
почти отсортирован_2;4;200;6399;
почти отсортирован_2;5;200;29688;
почти отсортирован_2;6;200;1469;
почти отсортирован_2;7;200;21713;
почти отсортирован_2;8;200;80985;
почти отсортирован_2;9;200;7138;
почти отсортирован_2;10;200;60211;
почти отсортирован_2;11;200;5104;
почти отсортирован_2;12;200;6180;
почти отсортирован_2;0;300;17294;
почти отсортирован_2;1;300;224250;
почти отсортирован_2;2;300;403473;
почти отсортирован_2;3;300;5255;
почти отсортирован_2;4;300;8299;
почти отсортирован_2;5;300;47793;
почти отсортирован_2;6;300;2569;
почти отсортирован_2;7;300;34495;
почти отсортирован_2;8;300;181485;
почти отсортирован_2;9;300;9538;
почти отсортирован_2;10;300;135461;
почти отсортирован_2;11;300;8504;
почти отсортирован_2;12;300;10985;
почти отсортирован_2;0;400;24494;
почти отсортирован_2;1;400;399000;
почти отсортирован_2;2;400;717723;
почти отсортирован_2;3;400;7155;
почти отсортирован_2;4;400;10199;
почти отсортирован_2;5;400;66748;
почти отсортирован_2;6;400;3669;
почти отсортирован_2;7;400;47907;
почти отсортирован_2;8;400;321985;
почти отсортирован_2;9;400;11938;
почти отсортирован_2;10;400;240711;
почти отсортирован_2;11;400;12399;
почти отсортирован_2;12;400;14780;
почти отсортирован_2;0;500;31869;
почти отсортирован_2;1;500;623750;
почти отсортирован_2;2;500;1121792;
почти отсортирован_2;3;500;13140;
почти отсортирован_2;4;500;22395;
почти отсортирован_2;5;500;85867;
почти отсортирован_2;6;500;4944;
почти отсортирован_2;7;500;61216;
почти отсортирован_2;8;500;500499;
почти отсортирован_2;9;500;14340;
почти отсортирован_2;10;500;375977;
почти отсортирован_2;11;500;16367;
почти отсортирован_2;12;500;18646;
почти отсортирован_2;0;600;40041;
почти отсортирован_2;1;600;898500;
почти отсортирован_2;2;600;1615207;
почти отсортирован_2;3;600;21107;
почти отсортирован_2;4;600;26455;
почти отсортирован_2;5;600;106450;
почти отсортирован_2;6;600;6869;
почти отсортирован_2;7;600;75555;
почти отсортирован_2;8;600;718215;
почти отсортирован_2;9;600;16742;
почти отсортирован_2;10;600;541289;
почти отсортирован_2;11;600;20567;
почти отсортирован_2;12;600;25583;
почти отсортирован_2;0;700;51001;
почти отсортирован_2;1;700;1223250;
почти отсортирован_2;2;700;2196117;
почти отсортирован_2;3;700;1607767;
почти отсортирован_2;4;700;28355;
почти отсортирован_2;5;700;127500;
почти отсортирован_2;6;700;11309;
почти отсортирован_2;7;700;89951;
почти отсортирован_2;8;700;687754;
почти отсортирован_2;9;700;19142;
почти отсортирован_2;10;700;735908;
почти отсортирован_2;11;700;25491;
почти отсортирован_2;12;700;30793;
почти отсортирован_2;0;800;60111;
почти отсортирован_2;1;800;1598000;
почти отсортирован_2;2;800;2869143;
почти отсортирован_2;3;800;1613201;
почти отсортирован_2;4;800;30255;
почти отсортирован_2;5;800;148292;
почти отсортирован_2;6;800;13619;
почти отсортирован_2;7;800;104442;
почти отсортирован_2;8;800;984263;
почти отсортирован_2;9;800;21542;
почти отсортирован_2;10;800;961232;
почти отсортирован_2;11;800;30374;
почти отсортирован_2;12;800;36566;
почти отсортирован_2;0;900;69511;
почти отсортирован_2;1;900;2022750;
почти отсортирован_2;2;900;3631893;
почти отсортирован_2;3;900;1618401;
почти отсортирован_2;4;900;32155;
почти отсортирован_2;5;900;169324;
почти отсортирован_2;6;900;16219;
почти отсортирован_2;7;900;118919;
почти отсортирован_2;8;900;1323563;
почти отсортирован_2;9;900;23942;
почти отсортирован_2;10;900;1216557;
почти отсортирован_2;11;900;35294;
почти отсортирован_2;12;900;39659;
почти отсортирован_2;0;1000;79316;
почти отсортирован_2;1;1000;2497500;
почти отсортирован_2;2;1000;4484252;
почти отсортирован_2;3;1000;1972252;
почти отсортирован_2;4;1000;34055;
почти отсортирован_2;5;1000;190486;
почти отсортирован_2;6;1000;19224;
почти отсортирован_2;7;1000;133121;
почти отсортирован_2;8;1000;1217927;
почти отсортирован_2;9;1000;26342;
почти отсортирован_2;10;1000;1501858;
почти отсортирован_2;11;1000;40146;
почти отсортирован_2;12;1000;44014;
почти отсортирован_2;0;1100;88216;
почти отсортирован_2;1;1100;3022250;
почти отсортирован_2;2;1100;5427502;
почти отсортирован_2;3;1100;1976352;
почти отсортирован_2;4;1100;35955;
почти отсортирован_2;5;1100;212537;
почти отсортирован_2;6;1100;21324;
почти отсортирован_2;7;1100;148793;
почти отсортирован_2;8;1100;1637621;
почти отсортирован_2;9;1100;28742;
почти отсортирован_2;10;1100;1817178;
почти отсортирован_2;11;1100;44994;
почти отсортирован_2;12;1100;54194;
почти отсортирован_2;0;1200;97116;
почти отсортирован_2;1;1200;3597000;
почти отсортирован_2;2;1200;6460752;
почти отсортирован_2;3;1200;1980452;
почти отсортирован_2;4;1200;37855;
почти отсортирован_2;5;1200;235046;
почти отсортирован_2;6;1200;23424;
почти отсортирован_2;7;1200;164315;
почти отсортирован_2;8;1200;2097310;
почти отсортирован_2;9;1200;31142;
почти отсортирован_2;10;1200;2162495;
почти отсортирован_2;11;1200;49826;
почти отсортирован_2;12;1200;58628;
почти отсортирован_2;0;1300;106156;
почти отсортирован_2;1;1300;4221750;
почти отсортирован_2;2;1300;7584002;
почти отсортирован_2;3;1300;1984552;
почти отсортирован_2;4;1300;39755;
почти отсортирован_2;5;1300;257823;
почти отсортирован_2;6;1300;25524;
почти отсортирован_2;7;1300;179939;
почти отсортирован_2;8;1300;2597027;
почти отсортирован_2;9;1300;33542;
почти отсортирован_2;10;1300;2537808;
почти отсортирован_2;11;1300;54642;
почти отсортирован_2;12;1300;64580;
почти отсортирован_2;0;1400;115756;
почти отсортирован_2;1;1400;4896500;
почти отсортирован_2;2;1400;8797252;
почти отсортирован_2;3;1400;1988652;
почти отсортирован_2;4;1400;41655;
почти отсортирован_2;5;1400;280643;
почти отсортирован_2;6;1400;27624;
почти отсортирован_2;7;1400;196114;
почти отсортирован_2;8;1400;3136721;
почти отсортирован_2;9;1400;35942;
почти отсортирован_2;10;1400;2943128;
почти отсортирован_2;11;1400;59442;
почти отсортирован_2;12;1400;69906;
почти отсортирован_2;0;1500;125356;
почти отсортирован_2;1;1500;5621250;
почти отсортирован_2;2;1500;10100502;
почти отсортирован_2;3;1500;1992752;
почти отсортирован_2;4;1500;43555;
почти отсортирован_2;5;1500;303396;
почти отсортирован_2;6;1500;29724;
почти отсортирован_2;7;1500;211886;
почти отсортирован_2;8;1500;3716410;
почти отсортирован_2;9;1500;38342;
почти отсортирован_2;10;1500;3378445;
почти отсортирован_2;11;1500;64290;
почти отсортирован_2;12;1500;74831;
почти отсортирован_2;0;1600;134956;
почти отсортирован_2;1;1600;6396000;
почти отсортирован_2;2;1600;11493752;
почти отсортирован_2;3;1600;1996852;
почти отсортирован_2;4;1600;45455;
почти отсортирован_2;5;1600;325914;
почти отсортирован_2;6;1600;31824;
почти отсортирован_2;7;1600;227617;
почти отсортирован_2;8;1600;4336127;
почти отсортирован_2;9;1600;40742;
почти отсортирован_2;10;1600;3843758;
почти отсортирован_2;11;1600;69058;
почти отсортирован_2;12;1600;81477;
почти отсортирован_2;0;1700;144556;
почти отсортирован_2;1;1700;7220750;
почти отсортирован_2;2;1700;12977002;
почти отсортирован_2;3;1700;2000952;
почти отсортирован_2;4;1700;47355;
почти отсортирован_2;5;1700;348466;
почти отсортирован_2;6;1700;33924;
почти отсортирован_2;7;1700;243199;
почти отсортирован_2;8;1700;4995821;
почти отсортирован_2;9;1700;43142;
почти отсортирован_2;10;1700;4339078;
почти отсортирован_2;11;1700;73866;
почти отсортирован_2;12;1700;85255;
почти отсортирован_2;0;1800;154156;
почти отсортирован_2;1;1800;8095500;
почти отсортирован_2;2;1800;14550252;
почти отсортирован_2;3;1800;2005052;
почти отсортирован_2;4;1800;49255;
почти отсортирован_2;5;1800;371476;
почти отсортирован_2;6;1800;36024;
почти отсортирован_2;7;1800;258919;
почти отсортирован_2;8;1800;5695510;
почти отсортирован_2;9;1800;45542;
почти отсортирован_2;10;1800;4864395;
почти отсортирован_2;11;1800;78722;
почти отсортирован_2;12;1800;88202;
почти отсортирован_2;0;1900;163756;
почти отсортирован_2;1;1900;9020250;
почти отсортирован_2;2;1900;16213502;
почти отсортирован_2;3;1900;2009152;
почти отсортирован_2;4;1900;51155;
почти отсортирован_2;5;1900;394151;
почти отсортирован_2;6;1900;38124;
почти отсортирован_2;7;1900;274433;
почти отсортирован_2;8;1900;6435227;
почти отсортирован_2;9;1900;47942;
почти отсортирован_2;10;1900;5419708;
почти отсортирован_2;11;1900;83554;
почти отсортирован_2;12;1900;95297;
почти отсортирован_2;0;2000;173356;
почти отсортирован_2;1;2000;9995000;
почти отсортирован_2;2;2000;17966752;
почти отсортирован_2;3;2000;2013252;
почти отсортирован_2;4;2000;53055;
почти отсортирован_2;5;2000;417124;
почти отсортирован_2;6;2000;40224;
почти отсортирован_2;7;2000;289895;
почти отсортирован_2;8;2000;7214921;
почти отсортирован_2;9;2000;50342;
почти отсортирован_2;10;2000;6005028;
почти отсортирован_2;11;2000;88362;
почти отсортирован_2;12;2000;99510;
почти отсортирован_2;0;2100;182956;
почти отсортирован_2;1;2100;11019750;
почти отсортирован_2;2;2100;19810002;
почти отсортирован_2;3;2100;2017352;
почти отсортирован_2;4;2100;54955;
почти отсортирован_2;5;2100;440829;
почти отсортирован_2;6;2100;42324;
почти отсортирован_2;7;2100;306241;
почти отсортирован_2;8;2100;8034610;
почти отсортирован_2;9;2100;52742;
почти отсортирован_2;10;2100;6620345;
почти отсортирован_2;11;2100;93162;
почти отсортирован_2;12;2100;115736;
почти отсортирован_2;0;2200;192556;
почти отсортирован_2;1;2200;12094500;
почти отсортирован_2;2;2200;21743252;
почти отсортирован_2;3;2200;2021452;
почти отсортирован_2;4;2200;56855;
почти отсортирован_2;5;2200;465150;
почти отсортирован_2;6;2200;44424;
почти отсортирован_2;7;2200;323391;
почти отсортирован_2;8;2200;8894327;
почти отсортирован_2;9;2200;55142;
почти отсортирован_2;10;2200;7265658;
почти отсортирован_2;11;2200;98018;
почти отсортирован_2;12;2200;120106;
почти отсортирован_2;0;2300;202156;
почти отсортирован_2;1;2300;13219250;
почти отсортирован_2;2;2300;23766502;
почти отсортирован_2;3;2300;2025552;
почти отсортирован_2;4;2300;58755;
почти отсортирован_2;5;2300;489934;
почти отсортирован_2;6;2300;46524;
почти отсортирован_2;7;2300;340172;
почти отсортирован_2;8;2300;9794021;
почти отсортирован_2;9;2300;57542;
почти отсортирован_2;10;2300;7940978;
почти отсортирован_2;11;2300;102786;
почти отсортирован_2;12;2300;126819;
почти отсортирован_2;0;2400;211756;
почти отсортирован_2;1;2400;14394000;
почти отсортирован_2;2;2400;25879752;
почти отсортирован_2;3;2400;2029652;
почти отсортирован_2;4;2400;60655;
почти отсортирован_2;5;2400;514181;
почти отсортирован_2;6;2400;48624;
почти отсортирован_2;7;2400;357013;
почти отсортирован_2;8;2400;10733710;
почти отсортирован_2;9;2400;59942;
почти отсортирован_2;10;2400;8646295;
почти отсортирован_2;11;2400;107594;
почти отсортирован_2;12;2400;131108;
почти отсортирован_2;0;2500;221356;
почти отсортирован_2;1;2500;15618750;
почти отсортирован_2;2;2500;28083002;
почти отсортирован_2;3;2500;2033752;
почти отсортирован_2;4;2500;62555;
почти отсортирован_2;5;2500;538952;
почти отсортирован_2;6;2500;50724;
почти отсортирован_2;7;2500;373929;
почти отсортирован_2;8;2500;11713427;
почти отсортирован_2;9;2500;62342;
почти отсортирован_2;10;2500;9381608;
почти отсортирован_2;11;2500;112442;
почти отсортирован_2;12;2500;136503;
почти отсортирован_2;0;2600;231236;
почти отсортирован_2;1;2600;16893500;
почти отсортирован_2;2;2600;30376252;
почти отсортирован_2;3;2600;2037852;
почти отсортирован_2;4;2600;64455;
почти отсортирован_2;5;2600;563530;
почти отсортирован_2;6;2600;52824;
почти отсортирован_2;7;2600;390677;
почти отсортирован_2;8;2600;12733121;
почти отсортирован_2;9;2600;64742;
почти отсортирован_2;10;2600;10146928;
почти отсортирован_2;11;2600;117274;
почти отсортирован_2;12;2600;143004;
почти отсортирован_2;0;2700;241536;
почти отсортирован_2;1;2700;18218250;
почти отсортирован_2;2;2700;32759502;
почти отсортирован_2;3;2700;2041952;
почти отсортирован_2;4;2700;66355;
почти отсортирован_2;5;2700;588300;
почти отсортирован_2;6;2700;54924;
почти отсортирован_2;7;2700;407581;
почти отсортирован_2;8;2700;13792810;
почти отсортирован_2;9;2700;67142;
почти отсортирован_2;10;2700;10942245;
почти отсортирован_2;11;2700;122090;
почти отсортирован_2;12;2700;146743;
почти отсортирован_2;0;2800;251836;
почти отсортирован_2;1;2800;19593000;
почти отсортирован_2;2;2800;35232752;
почти отсортирован_2;3;2800;2046052;
почти отсортирован_2;4;2800;68255;
почти отсортирован_2;5;2800;612863;
почти отсортирован_2;6;2800;57024;
почти отсортирован_2;7;2800;424888;
почти отсортирован_2;8;2800;14892527;
почти отсортирован_2;9;2800;69542;
почти отсортирован_2;10;2800;11767558;
почти отсортирован_2;11;2800;126890;
почти отсортирован_2;12;2800;154706;
почти отсортирован_2;0;2900;262136;
почти отсортирован_2;1;2900;21017750;
почти отсортирован_2;2;2900;37796002;
почти отсортирован_2;3;2900;2050152;
почти отсортирован_2;4;2900;70155;
почти отсортирован_2;5;2900;637495;
почти отсортирован_2;6;2900;59124;
почти отсортирован_2;7;2900;441892;
почти отсортирован_2;8;2900;16032221;
почти отсортирован_2;9;2900;71942;
почти отсортирован_2;10;2900;12622878;
почти отсортирован_2;11;2900;131738;
почти отсортирован_2;12;2900;160024;
почти отсортирован_2;0;3000;272436;
почти отсортирован_2;1;3000;22492500;
почти отсортирован_2;2;3000;40449252;
почти отсортирован_2;3;3000;2054252;
почти отсортирован_2;4;3000;72055;
почти отсортирован_2;5;3000;662314;
почти отсортирован_2;6;3000;61224;
почти отсортирован_2;7;3000;458640;
почти отсортирован_2;8;3000;17211910;
почти отсортирован_2;9;3000;74342;
почти отсортирован_2;10;3000;13508195;
почти отсортирован_2;11;3000;136506;
почти отсортирован_2;12;3000;166247;
почти отсортирован_2;0;3100;282736;
почти отсортирован_2;1;3100;24017250;
почти отсортирован_2;2;3100;43192502;
почти отсортирован_2;3;3100;2058352;
почти отсортирован_2;4;3100;73955;
почти отсортирован_2;5;3100;687076;
почти отсортирован_2;6;3100;63324;
почти отсортирован_2;7;3100;475537;
почти отсортирован_2;8;3100;18431627;
почти отсортирован_2;9;3100;76742;
почти отсортирован_2;10;3100;14423508;
почти отсортирован_2;11;3100;141314;
почти отсортирован_2;12;3100;173955;
почти отсортирован_2;0;3200;293036;
почти отсортирован_2;1;3200;25592000;
почти отсортирован_2;2;3200;46025752;
почти отсортирован_2;3;3200;2062452;
почти отсортирован_2;4;3200;75855;
почти отсортирован_2;5;3200;711550;
почти отсортирован_2;6;3200;65424;
почти отсортирован_2;7;3200;492379;
почти отсортирован_2;8;3200;19691321;
почти отсортирован_2;9;3200;79142;
почти отсортирован_2;10;3200;15368828;
почти отсортирован_2;11;3200;146178;
почти отсортирован_2;12;3200;178885;
почти отсортирован_2;0;3300;316731;
почти отсортирован_2;1;3300;27216750;
почти отсортирован_2;2;3300;48935617;
почти отсортирован_2;3;3300;40731969;
почти отсортирован_2;4;3300;77755;
почти отсортирован_2;5;3300;737145;
почти отсортирован_2;6;3300;80919;
почти отсортирован_2;7;3300;509194;
почти отсортирован_2;8;3300;16198286;
почти отсортирован_2;9;3300;81542;
почти отсортирован_2;10;3300;16343499;
почти отсортирован_2;11;3300;155254;
почти отсортирован_2;12;3300;187257;
почти отсортирован_2;0;3400;339151;
почти отсортирован_2;1;3400;28891500;
почти отсортирован_2;2;3400;51936753;
почти отсортирован_2;3;3400;42419205;
почти отсортирован_2;4;3400;79655;
почти отсортирован_2;5;3400;760677;
почти отсортирован_2;6;3400;95139;
почти отсортирован_2;7;3400;525972;
почти отсортирован_2;8;3400;15231543;
почти отсортирован_2;9;3400;83942;
почти отсортирован_2;10;3400;17347441;
почти отсортирован_2;11;3400;160206;
почти отсортирован_2;12;3400;192666;
почти отсортирован_2;0;3500;348451;
почти отсортирован_2;1;3500;30616250;
почти отсортирован_2;2;3500;55041003;
почти отсортирован_2;3;3500;42421105;
почти отсортирован_2;4;3500;81555;
почти отсортирован_2;5;3500;785816;
почти отсортирован_2;6;3500;96239;
почти отсортирован_2;7;3500;542935;
почти отсортирован_2;8;3500;16612043;
почти отсортирован_2;9;3500;86342;
почти отсортирован_2;10;3500;18382691;
почти отсортирован_2;11;3500;164606;
почти отсортирован_2;12;3500;190350;
почти отсортирован_2;0;3600;357751;
почти отсортирован_2;1;3600;32391000;
почти отсортирован_2;2;3600;58235253;
почти отсортирован_2;3;3600;42423005;
почти отсортирован_2;4;3600;83455;
почти отсортирован_2;5;3600;809478;
почти отсортирован_2;6;3600;97339;
почти отсортирован_2;7;3600;559620;
почти отсортирован_2;8;3600;18032543;
почти отсортирован_2;9;3600;88742;
почти отсортирован_2;10;3600;19447941;
почти отсортирован_2;11;3600;169006;
почти отсортирован_2;12;3600;201257;
почти отсортирован_2;0;3700;367051;
почти отсортирован_2;1;3700;34215750;
почти отсортирован_2;2;3700;61519503;
почти отсортирован_2;3;3700;42424905;
почти отсортирован_2;4;3700;85355;
почти отсортирован_2;5;3700;835085;
почти отсортирован_2;6;3700;98439;
почти отсортирован_2;7;3700;576518;
почти отсортирован_2;8;3700;19493043;
почти отсортирован_2;9;3700;91142;
почти отсортирован_2;10;3700;20543191;
почти отсортирован_2;11;3700;173406;
почти отсортирован_2;12;3700;203200;
почти отсортирован_2;0;3800;392311;
почти отсортирован_2;1;3800;36090500;
почти отсортирован_2;2;3800;64877795;
почти отсортирован_2;3;3800;55564505;
почти отсортирован_2;4;3800;87403;
почти отсортирован_2;5;3800;864763;
почти отсортирован_2;6;3800;115499;
почти отсортирован_2;7;3800;593131;
почти отсортирован_2;8;3800;20019906;
почти отсортирован_2;9;3800;93616;
почти отсортирован_2;10;3800;21661916;
почти отсортирован_2;11;3800;180238;
почти отсортирован_2;12;3800;213978;
почти отсортирован_2;0;3900;401111;
почти отсортирован_2;1;3900;38015250;
почти отсортирован_2;2;3900;68342545;
почти отсортирован_2;3;3900;55565305;
почти отсортирован_2;4;3900;89703;
почти отсортирован_2;5;3900;889639;
почти отсортирован_2;6;3900;116099;
почти отсортирован_2;7;3900;609911;
почти отсортирован_2;8;3900;21560806;
почти отсортирован_2;9;3900;96216;
почти отсортирован_2;10;3900;22816966;
почти отсортирован_2;11;3900;184238;
почти отсортирован_2;12;3900;221731;
почти отсортирован_2;0;4000;409911;
почти отсортирован_2;1;4000;39990000;
почти отсортирован_2;2;4000;71897295;
почти отсортирован_2;3;4000;55566105;
почти отсортирован_2;4;4000;92003;
почти отсортирован_2;5;4000;914798;
почти отсортирован_2;6;4000;116699;
почти отсортирован_2;7;4000;626674;
почти отсортирован_2;8;4000;23141706;
почти отсортирован_2;9;4000;98816;
почти отсортирован_2;10;4000;24002016;
почти отсортирован_2;11;4000;188238;
почти отсортирован_2;12;4000;227579;
почти отсортирован_2;0;4100;418739;
почти отсортирован_2;1;4100;42014750;
почти отсортирован_2;2;4100;75542045;
почти отсортирован_2;3;4100;55566905;
почти отсортирован_2;4;4100;94303;
почти отсортирован_2;5;4100;939710;
почти отсортирован_2;6;4100;117299;
почти отсортирован_2;7;4100;643568;
почти отсортирован_2;8;4100;24762606;
почти отсортирован_2;9;4100;101416;
почти отсортирован_2;10;4100;25217066;
почти отсортирован_2;11;4100;192238;
почти отсортирован_2;12;4100;246435;
обратно отсортирован_2;0;100;28758;
обратно отсортирован_2;1;100;24750;
обратно отсортирован_2;2;100;398;
обратно отсортирован_2;3;100;54856;
обратно отсортирован_2;4;100;2303;
обратно отсортирован_2;5;100;10600;
обратно отсортирован_2;6;100;25344;
обратно отсортирован_2;7;100;8700;
обратно отсортирован_2;8;100;15890;
обратно отсортирован_2;9;100;4450;
обратно отсортирован_2;10;100;17601;
обратно отсортирован_2;11;100;3060;
обратно отсортирован_2;12;100;3295;
обратно отсортирован_2;0;200;108871;
обратно отсортирован_2;1;200;99500;
обратно отсортирован_2;2;200;798;
обратно отсортирован_2;3;200;219706;
обратно отсортирован_2;4;200;4603;
обратно отсортирован_2;5;200;24415;
обратно отсортирован_2;6;200;100694;
обратно отсортирован_2;7;200;19420;
обратно отсортирован_2;8;200;61790;
обратно отсортирован_2;9;200;6850;
обратно отсортирован_2;10;200;70201;
обратно отсортирован_2;11;200;6884;
обратно отсортирован_2;12;200;7875;
обратно отсортирован_2;0;300;239621;
обратно отсортирован_2;1;300;224250;
обратно отсортирован_2;2;300;1198;
обратно отсортирован_2;3;300;494556;
обратно отсортирован_2;4;300;6903;
обратно отсортирован_2;5;300;40033;
обратно отсортирован_2;6;300;226044;
обратно отсортирован_2;7;300;30860;
обратно отсортирован_2;8;300;137690;
обратно отсортирован_2;9;300;9250;
обратно отсортирован_2;10;300;157801;
обратно отсортирован_2;11;300;11188;
обратно отсортирован_2;12;300;13520;
обратно отсортирован_2;0;400;420490;
обратно отсортирован_2;1;400;399000;
обратно отсортирован_2;2;400;1598;
обратно отсортирован_2;3;400;879406;
обратно отсортирован_2;4;400;9203;
обратно отсортирован_2;5;400;56390;
обратно отсортирован_2;6;400;401394;
обратно отсортирован_2;7;400;42860;
обратно отсортирован_2;8;400;243590;
обратно отсортирован_2;9;400;11650;
обратно отсортирован_2;10;400;280401;
обратно отсортирован_2;11;400;15603;
обратно отсортирован_2;12;400;18335;
обратно отсортирован_2;0;500;651940;
обратно отсортирован_2;1;500;623750;
обратно отсортирован_2;2;500;1998;
обратно отсортирован_2;3;500;1374256;
обратно отсортирован_2;4;500;11503;
обратно отсортирован_2;5;500;73243;
обратно отсортирован_2;6;500;626744;
обратно отсортирован_2;7;500;54860;
обратно отсортирован_2;8;500;379490;
обратно отсортирован_2;9;500;14050;
обратно отсортирован_2;10;500;438001;
обратно отсортирован_2;11;500;21175;
обратно отсортирован_2;12;500;23830;
