type; size; time
почти отсортирован;1600;4944944;
почти отсортирован;1600;84112;
почти отсортирован;1600;102549;
почти отсортирован;1700;126376;
почти отсортирован;1700;5759397;
почти отсортирован;1700;17271473;
почти отсортирован;1700;46672;
почти отсортирован;1700;79231;
почти отсортирован;1700;413157;
почти отсортирован;1700;24890;
почти отсортирован;1700;218199;
почти отсортирован;1700;16714188;
почти отсортирован;1700;53691;
почти отсортирован;1700;5596348;
почти отсортирован;1700;91982;
почти отсортирован;1700;112445;
почти отсортирован;1800;143855;
почти отсортирован;1800;6325463;
почти отсортирован;1800;20615266;
почти отсортирован;1800;61089;
почти отсортирован;1800;105347;
почти отсортирован;1800;630577;
почти отсортирован;1800;31204;
почти отсортирован;1800;209645;
почти отсортирован;1800;17905871;
почти отсортирован;1800;53397;
почти отсортирован;1800;6442624;
почти отсортирован;1800;125494;
почти отсортирован;1800;135744;
почти отсортирован;1900;201993;
почти отсортирован;1900;7482686;
почти отсортирован;1900;24224430;
почти отсортирован;1900;68523;
почти отсортирован;1900;117458;
почти отсортирован;1900;559113;
почти отсортирован;1900;24324;
почти отсортирован;1900;221111;
почти отсортирован;1900;20163161;
почти отсортирован;1900;63090;
почти отсортирован;1900;6984062;
почти отсортирован;1900;109815;
почти отсортирован;1900;145544;
почти отсортирован;2000;147936;
почти отсортирован;2000;7852465;
почти отсортирован;2000;26024603;
почти отсортирован;2000;55463;
почти отсортирован;2000;119236;
почти отсортирован;2000;548344;
почти отсортирован;2000;20367;
почти отсортирован;2000;227039;
почти отсортирован;2000;22409984;
почти отсортирован;2000;71636;
почти отсортирован;2000;8162967;
почти отсортирован;2000;145062;
почти отсортирован;2000;143099;
почти отсортирован;2100;201245;
почти отсортирован;2100;8524763;
почти отсортирован;2100;26217905;
почти отсортирован;2100;58767;
почти отсортирован;2100;88706;
почти отсортирован;2100;520520;
почти отсортирован;2100;22310;
почти отсортирован;2100;272996;
почти отсортирован;2100;36609995;
почти отсортирован;2100;70127;
почти отсортирован;2100;9973976;
почти отсортирован;2100;170675;
почти отсортирован;2100;182428;
почти отсортирован;2200;285023;
почти отсортирован;2200;9918414;
почти отсортирован;2200;36646060;
почти отсортирован;2200;58644;
почти отсортирован;2200;103828;
почти отсортирован;2200;561078;
почти отсортирован;2200;23213;
почти отсортирован;2200;260100;
почти отсортирован;2200;31260743;
почти отсортирован;2200;74473;
почти отсортирован;2200;9657827;
почти отсортирован;2200;127751;
почти отсортирован;2200;170466;
почти отсортирован;2300;193883;
почти отсортирован;2300;10963744;
почти отсортирован;2300;36974670;
почти отсортирован;2300;96301;
почти отсортирован;2300;161738;
почти отсортирован;2300;734284;
почти отсортирован;2300;24060;
почти отсортирован;2300;268122;
почти отсортирован;2300;31489388;
почти отсортирован;2300;78602;
почти отсортирован;2300;12319599;
почти отсортирован;2300;130489;
почти отсортирован;2300;177352;
почти отсортирован;2400;454241;
почти отсортирован;2400;14367560;
почти отсортирован;2400;44728116;
почти отсортирован;2400;13177554;
почти отсортирован;2400;101659;
почти отсортирован;2400;673157;
почти отсортирован;2400;36038;
почти отсортирован;2400;309184;
почти отсортирован;2400;26974474;
почти отсортирован;2400;81782;
почти отсортирован;2400;13180165;
почти отсортирован;2400;150075;
почти отсортирован;2400;195044;
почти отсортирован;2500;212715;
почти отсортирован;2500;15030031;
почти отсортирован;2500;40049516;
почти отсортирован;2500;13459258;
почти отсортирован;2500;109943;
почти отсортирован;2500;648305;
почти отсортирован;2500;38447;
почти отсортирован;2500;300436;
почти отсортирован;2500;27726307;
почти отсортирован;2500;77160;
почти отсортирован;2500;13324653;
почти отсортирован;2500;195485;
почти отсортирован;2500;210484;
почти отсортирован;2600;226670;
почти отсортирован;2600;15186184;
почти отсортирован;2600;48221333;
почти отсортирован;2600;13463165;
почти отсортирован;2600;208859;
почти отсортирован;2600;1036735;
почти отсортирован;2600;36603;
почти отсортирован;2600;346827;
почти отсортирован;2600;35095168;
почти отсортирован;2600;91407;
почти отсортирован;2600;12870688;
почти отсортирован;2600;187931;
почти отсортирован;2600;196302;
почти отсортирован;2700;237921;
почти отсортирован;2700;14647101;
почти отсортирован;2700;48315932;
почти отсортирован;2700;11368919;
почти отсортирован;2700;177478;
почти отсортирован;2700;677974;
почти отсортирован;2700;34841;
почти отсортирован;2700;316120;
почти отсортирован;2700;37521321;
почти отсортирован;2700;95112;
почти отсортирован;2700;15091202;
почти отсортирован;2700;170307;
почти отсортирован;2700;186863;
почти отсортирован;2800;232854;
почти отсортирован;2800;15582363;
почти отсортирован;2800;45947530;
почти отсортирован;2800;13228185;
почти отсортирован;2800;183522;
почти отсортирован;2800;778157;
почти отсортирован;2800;36197;
почти отсортирован;2800;332484;
почти отсортирован;2800;36057617;
почти отсортирован;2800;85671;
почти отсортирован;2800;15131811;
почти отсортирован;2800;163314;
почти отсортирован;2800;222221;
почти отсортирован;2900;259674;
почти отсортирован;2900;16941442;
почти отсортирован;2900;49659385;
почти отсортирован;2900;11149340;
почти отсортирован;2900;143219;
почти отсортирован;2900;710144;
почти отсортирован;2900;43410;
почти отсортирован;2900;383154;
почти отсортирован;2900;40051164;
почти отсортирован;2900;91762;
почти отсортирован;2900;15814427;
почти отсортирован;2900;190845;
почти отсортирован;2900;206712;
почти отсортирован;3000;279632;
почти отсортирован;3000;17122006;
почти отсортирован;3000;53418405;
почти отсортирован;3000;12755056;
почти отсортирован;3000;147265;
почти отсортирован;3000;960458;
почти отсортирован;3000;46392;
почти отсортирован;3000;531040;
почти отсортирован;3000;43305691;
почти отсортирован;3000;106319;
почти отсортирован;3000;16600701;
почти отсортирован;3000;166599;
почти отсортирован;3000;219769;
почти отсортирован;3100;462915;
почти отсортирован;3100;18422723;
почти отсортирован;3100;58073804;
почти отсортирован;3100;11844372;
почти отсортирован;3100;207458;
почти отсортирован;3100;802022;
почти отсортирован;3100;48814;
почти отсортирован;3100;369502;
почти отсортирован;3100;45872404;
почти отсортирован;3100;112132;
почти отсортирован;3100;19173490;
почти отсортирован;3100;187711;
почти отсортирован;3100;242121;
почти отсортирован;3200;271958;
почти отсортирован;3200;19804553;
почти отсортирован;3200;59879622;
почти отсортирован;3200;12071800;
почти отсортирован;3200;136664;
почти отсортирован;3200;849882;
почти отсортирован;3200;47675;
почти отсортирован;3200;407358;
почти отсортирован;3200;50043222;
почти отсортирован;3200;96753;
почти отсортирован;3200;20163897;
почти отсортирован;3200;274651;
почти отсортирован;3200;245853;
почти отсортирован;3300;299253;
почти отсортирован;3300;20599013;
почти отсортирован;3300;66452477;
почти отсортирован;3300;11642578;
почти отсортирован;3300;167196;
почти отсортирован;3300;854818;
почти отсортирован;3300;40928;
почти отсортирован;3300;389405;
почти отсортирован;3300;53198250;
почти отсортирован;3300;115820;
почти отсортирован;3300;20558200;
почти отсортирован;3300;182531;
почти отсортирован;3300;412720;
почти отсортирован;3400;282771;
почти отсортирован;3400;22546942;
почти отсортирован;3400;68002733;
почти отсортирован;3400;11339801;
почти отсортирован;3400;158592;
почти отсортирован;3400;856935;
почти отсортирован;3400;45972;
почти отсортирован;3400;376192;
почти отсортирован;3400;57193961;
почти отсортирован;3400;225011;
почти отсортирован;3400;23145581;
почти отсортирован;3400;209893;
почти отсортирован;3400;242652;
почти отсортирован;3500;299454;
почти отсортирован;3500;23349727;
почти отсортирован;3500;72840792;
почти отсортирован;3500;11166146;
почти отсортирован;3500;141770;
почти отсортирован;3500;1107401;
почти отсортирован;3500;89785;
почти отсортирован;3500;428647;
почти отсортирован;3500;59466346;
почти отсортирован;3500;118871;
почти отсортирован;3500;23652489;
почти отсортирован;3500;202203;
почти отсортирован;3500;293500;
почти отсортирован;3600;294781;
почти отсортирован;3600;25490691;
почти отсортирован;3600;78581409;
почти отсортирован;3600;11514463;
почти отсортирован;3600;141336;
почти отсортирован;3600;932036;
почти отсортирован;3600;49792;
почти отсортирован;3600;421485;
почти отсортирован;3600;63755773;
почти отсортирован;3600;112215;
почти отсортирован;3600;25238610;
почти отсортирован;3600;224015;
почти отсортирован;3600;248874;
почти отсортирован;3700;356026;
почти отсортирован;3700;26550430;
почти отсортирован;3700;80862168;
почти отсортирован;3700;11416726;
почти отсортирован;3700;214646;
почти отсортирован;3700;985922;
почти отсортирован;3700;52835;
почти отсортирован;3700;538497;
почти отсортирован;3700;69325402;
почти отсортирован;3700;113224;
почти отсортирован;3700;26028666;
почти отсортирован;3700;308092;
почти отсортирован;3700;276544;
почти отсортирован;3800;325068;
почти отсортирован;3800;27830820;
почти отсортирован;3800;90302158;
почти отсортирован;3800;17429725;
почти отсортирован;3800;148972;
почти отсортирован;3800;1053376;
почти отсортирован;3800;68466;
почти отсортирован;3800;446916;
почти отсортирован;3800;41212589;
почти отсортирован;3800;207041;
почти отсортирован;3800;27372180;
почти отсортирован;3800;250582;
почти отсортирован;3800;285677;
почти отсортирован;3900;456511;
почти отсортирован;3900;30021797;
почти отсортирован;3900;91573786;
почти отсортирован;3900;18689972;
почти отсортирован;3900;170630;
почти отсортирован;3900;1081648;
почти отсортирован;3900;72612;
почти отсортирован;3900;493328;
почти отсортирован;3900;42713484;
почти отсортирован;3900;120879;
почти отсортирован;3900;28807529;
почти отсортирован;3900;249042;
почти отсортирован;3900;291204;
почти отсортирован;4000;365715;
почти отсортирован;4000;30549184;
почти отсортирован;4000;94202551;
почти отсортирован;4000;18480559;
почти отсортирован;4000;156429;
почти отсортирован;4000;1087367;
почти отсортирован;4000;72524;
почти отсортирован;4000;495957;
почти отсортирован;4000;48142438;
почти отсортирован;4000;131122;
почти отсортирован;4000;30752113;
почти отсортирован;4000;252854;
почти отсортирован;4000;311250;
почти отсортирован;4100;575642;
почти отсортирован;4100;34001752;
почти отсортирован;4100;100231931;
почти отсортирован;4100;18915764;
почти отсортирован;4100;208560;
почти отсортирован;4100;1116062;
почти отсортирован;4100;65265;
почти отсортирован;4100;509400;
почти отсортирован;4100;50012747;
почти отсортирован;4100;136880;
почти отсортирован;4100;30960139;
почти отсортирован;4100;299290;
почти отсортирован;4100;330648;
обратно отсортирован;100;22770;
обратно отсортирован;100;52136;
обратно отсортирован;100;403;
обратно отсортирован;100;57231;
обратно отсортирован;100;4281;
обратно отсортирован;100;9535;
обратно отсортирован;100;25113;
обратно отсортирован;100;7848;
обратно отсортирован;100;34376;
обратно отсортирован;100;4271;
обратно отсортирован;100;20422;
обратно отсортирован;100;4456;
обратно отсортирован;100;5110;
обратно отсортирован;200;85357;
обратно отсортирован;200;237470;
обратно отсортирован;200;751;
обратно отсортирован;200;252922;
обратно отсортирован;200;8160;
обратно отсортирован;200;25043;
обратно отсортирован;200;110102;
обратно отсортирован;200;15826;
обратно отсортирован;200;132606;
обратно отсортирован;200;6935;
обратно отсортирован;200;104323;
обратно отсортирован;200;20509;
обратно отсортирован;200;14289;
обратно отсортирован;300;211559;
обратно отсортирован;300;526040;
обратно отсортирован;300;1297;
обратно отсортирован;300;605896;
обратно отсортирован;300;11954;
обратно отсортирован;300;48977;
обратно отсортирован;300;255463;
обратно отсортирован;300;74202;
обратно отсортирован;300;361660;
обратно отсортирован;300;10012;
обратно отсортирован;300;206168;
обратно отсортирован;300;15866;
обратно отсортирован;300;20081;
обратно отсортирован;400;339171;
обратно отсортирован;400;960782;
обратно отсортирован;400;2831;
обратно отсортирован;400;995427;
обратно отсортирован;400;17088;
обратно отсортирован;400;60473;
обратно отсортирован;400;497098;
обратно отсортирован;400;38555;
обратно отсортирован;400;504862;
обратно отсортирован;400;13735;
обратно отсортирован;400;357927;
обратно отсортирован;400;22685;
обратно отсортирован;400;27162;
обратно отсортирован;500;513877;
обратно отсортирован;500;1495585;
обратно отсортирован;500;5911;
обратно отсортирован;500;1663011;
обратно отсортирован;500;31550;
обратно отсортирован;500;109150;
обратно отсортирован;500;586671;
обратно отсортирован;500;45602;
обратно отсортирован;500;1013564;
обратно отсортирован;500;16614;
обратно отсортирован;500;507644;
обратно отсортирован;500;30051;
обратно отсортирован;500;34577;
обратно отсортирован;600;666028;
обратно отсортирован;600;2254885;
обратно отсортирован;600;2163;
обратно отсортирован;600;2198737;
обратно отсортирован;600;24719;
обратно отсортирован;600;116792;
обратно отсортирован;600;1006208;
обратно отсортирован;600;53622;
обратно отсортирован;600;1124272;
обратно отсортирован;600;18694;
обратно отсортирован;600;743552;
обратно отсортирован;600;36731;
обратно отсортирован;600;41990;
обратно отсортирован;700;961865;
обратно отсортирован;700;2976067;
обратно отсортирован;700;2556;
обратно отсортирован;700;3234399;
обратно отсортирован;700;27247;
обратно отсортирован;700;131402;
обратно отсортирован;700;1264469;
обратно отсортирован;700;65007;
обратно отсортирован;700;1790581;
обратно отсортирован;700;22966;
обратно отсортирован;700;1016621;
обратно отсортирован;700;41785;
обратно отсортирован;700;48916;
обратно отсортирован;800;1255657;
обратно отсортирован;800;3531339;
обратно отсортирован;800;2901;
обратно отсортирован;800;3979806;
обратно отсортирован;800;47344;
обратно отсортирован;800;140521;
обратно отсортирован;800;1688370;
обратно отсортирован;800;143067;
обратно отсортирован;800;2237315;
обратно отсортирован;800;28513;
обратно отсортирован;800;1425313;
обратно отсортирован;800;48500;
обратно отсортирован;800;69068;
обратно отсортирован;900;1528807;
обратно отсортирован;900;4419829;
обратно отсортирован;900;3244;
обратно отсортирован;900;5304954;
обратно отсортирован;900;35931;
обратно отсортирован;900;195285;
обратно отсортирован;900;2085767;
обратно отсортирован;900;86005;
обратно отсортирован;900;2785102;
обратно отсортирован;900;26618;
обратно отсортирован;900;1805365;
обратно отсортирован;900;64773;
обратно отсортирован;900;78979;
обратно отсортирован;1000;1941974;
обратно отсортирован;1000;5609589;
обратно отсортирован;1000;3591;
обратно отсортирован;1000;6606303;
обратно отсортирован;1000;51101;
обратно отсортирован;1000;225435;
обратно отсортирован;1000;2885690;
обратно отсортирован;1000;101303;
обратно отсортирован;1000;3367085;
обратно отсортирован;1000;35100;
обратно отсортирован;1000;2113508;
обратно отсортирован;1000;61589;
обратно отсортирован;1000;79764;
обратно отсортирован;1100;2499742;
обратно отсортирован;1100;7188578;
обратно отсортирован;1100;3953;
обратно отсортирован;1100;8061002;
обратно отсортирован;1100;47205;
обратно отсортирован;1100;239560;
обратно отсортирован;1100;2957976;
обратно отсортирован;1100;150725;
обратно отсортирован;1100;4282649;
обратно отсортирован;1100;33447;
обратно отсортирован;1100;2611119;
обратно отсортирован;1100;69821;
обратно отсортирован;1100;112833;
обратно отсортирован;1200;2912781;
обратно отсортирован;1200;8060990;
обратно отсортирован;1200;4307;
обратно отсортирован;1200;9279399;
обратно отсортирован;1200;56197;
обратно отсортирован;1200;290945;
обратно отсортирован;1200;3696472;
обратно отсортирован;1200;145097;
обратно отсортирован;1200;4859754;
обратно отсортирован;1200;37612;
обратно отсортирован;1200;2939876;
обратно отсортирован;1200;78720;
обратно отсортирован;1200;100491;
обратно отсортирован;1300;3187609;
обратно отсортирован;1300;9579099;
обратно отсортирован;1300;4721;
обратно отсортирован;1300;10996174;
обратно отсортирован;1300;50093;
обратно отсортирован;1300;259887;
обратно отсортирован;1300;4120638;
обратно отсортирован;1300;143202;
обратно отсортирован;1300;5725878;
обратно отсортирован;1300;37793;
обратно отсортирован;1300;3433584;
обратно отсортирован;1300;98031;
обратно отсортирован;1300;114974;
обратно отсортирован;1400;3977001;
обратно отсортирован;1400;11460167;
обратно отсортирован;1400;5009;
обратно отсортирован;1400;13189244;
обратно отсортирован;1400;55168;
обратно отсортирован;1400;293944;
обратно отсортирован;1400;4949167;
обратно отсортирован;1400;190858;
обратно отсортирован;1400;7065140;
обратно отсортирован;1400;40579;
обратно отсортирован;1400;4127272;
обратно отсортирован;1400;106023;
обратно отсортирован;1400;134409;
обратно отсортирован;1500;4252013;
обратно отсортирован;1500;12701637;
обратно отсортирован;1500;5411;
обратно отсортирован;1500;14381628;
обратно отсортирован;1500;57363;
обратно отсортирован;1500;335673;
обратно отсортирован;1500;5713477;
обратно отсортирован;1500;148440;
обратно отсортирован;1500;8959015;
обратно отсортирован;1500;43317;
обратно отсортирован;1500;4555193;
обратно отсортирован;1500;113918;
обратно отсортирован;1500;129456;
обратно отсортирован;1600;4833907;
обратно отсортирован;1600;14764653;
обратно отсортирован;1600;6431;
обратно отсортирован;1600;16717343;
обратно отсортирован;1600;77929;
обратно отсортирован;1600;341683;
обратно отсортирован;1600;6308665;
обратно отсортирован;1600;164584;
обратно отсортирован;1600;8463377;
обратно отсортирован;1600;50166;
обратно отсортирован;1600;5296744;
обратно отсортирован;1600;117652;
обратно отсортирован;1600;146577;
обратно отсортирован;1700;5568530;
обратно отсортирован;1700;16585595;
обратно отсортирован;1700;10292;
обратно отсортирован;1700;19315830;
обратно отсортирован;1700;73137;
обратно отсортирован;1700;384992;
обратно отсортирован;1700;7214288;
обратно отсортирован;1700;174382;
обратно отсортирован;1700;9674197;
обратно отсортирован;1700;50784;
обратно отсортирован;1700;5985055;
обратно отсортирован;1700;128269;
обратно отсортирован;1700;166155;
обратно отсортирован;1800;6360440;
обратно отсортирован;1800;19650489;
обратно отсортирован;1800;7039;
обратно отсортирован;1800;21873196;
обратно отсортирован;1800;77977;
обратно отсортирован;1800;434585;
обратно отсортирован;1800;8309265;
обратно отсортирован;1800;239491;
обратно отсортирован;1800;12058206;
обратно отсортирован;1800;72218;
обратно отсортирован;1800;8639410;
обратно отсортирован;1800;141357;
обратно отсортирован;1800;174410;
обратно отсортирован;1900;8590519;
обратно отсортирован;1900;28215897;
обратно отсортирован;1900;15521;
обратно отсортирован;1900;29437679;
обратно отсортирован;1900;135315;
обратно отсортирован;1900;597747;
обратно отсортирован;1900;9311987;
обратно отсортирован;1900;223114;
обратно отсортирован;1900;12418581;
обратно отсортирован;1900;67002;
обратно отсортирован;1900;7449453;
обратно отсортирован;1900;140903;
обратно отсортирован;1900;169578;
обратно отсортирован;2000;7507031;
обратно отсортирован;2000;24460484;
обратно отсортирован;2000;7282;
обратно отсортирован;2000;25849087;
обратно отсортирован;2000;89170;
обратно отсортирован;2000;454900;
обратно отсортирован;2000;10776363;
обратно отсортирован;2000;213623;
обратно отсортирован;2000;14125929;
обратно отсортирован;2000;72929;
обратно отсортирован;2000;8246470;
обратно отсортирован;2000;145902;
обратно отсортирован;2000;178873;
обратно отсортирован;2100;8615264;
обратно отсортирован;2100;24987834;
обратно отсортирован;2100;8289;
обратно отсортирован;2100;30063137;
обратно отсортирован;2100;85788;
обратно отсортирован;2100;464395;
обратно отсортирован;2100;11209682;
обратно отсортирован;2100;230547;
обратно отсортирован;2100;14661340;
обратно отсортирован;2100;64221;
обратно отсортирован;2100;9127806;
обратно отсортирован;2100;154594;
обратно отсортирован;2100;189755;
обратно отсортирован;2200;9668193;
обратно отсортирован;2200;28839178;
обратно отсортирован;2200;8646;
обратно отсортирован;2200;31938819;
обратно отсортирован;2200;83905;
обратно отсортирован;2200;476094;
обратно отсортирован;2200;12524145;
обратно отсортирован;2200;237116;
обратно отсортирован;2200;15750551;
обратно отсортирован;2200;66407;
обратно отсортирован;2200;9942586;
обратно отсортирован;2200;163747;
обратно отсортирован;2200;275666;
обратно отсортирован;2300;10683921;
обратно отсортирован;2300;30674561;
обратно отсортирован;2300;8399;
обратно отсортирован;2300;35330132;
обратно отсортирован;2300;105240;
обратно отсортирован;2300;581590;
обратно отсортирован;2300;13560422;
обратно отсортирован;2300;268418;
обратно отсортирован;2300;17962143;
обратно отсортирован;2300;75412;
обратно отсортирован;2300;11079116;
обратно отсортирован;2300;170163;
обратно отсортирован;2300;251052;
обратно отсортирован;2400;11046252;
обратно отсортирован;2400;32992696;
обратно отсортирован;2400;10847;
обратно отсортирован;2400;37815469;
обратно отсортирован;2400;131688;
обратно отсортирован;2400;607378;
обратно отсортирован;2400;14742505;
обратно отсортирован;2400;259311;
обратно отсортирован;2400;19913473;
обратно отсортирован;2400;74846;
обратно отсортирован;2400;12384727;
обратно отсортирован;2400;180608;
обратно отсортирован;2400;220566;
обратно отсортирован;2500;11820891;
обратно отсортирован;2500;35178825;
обратно отсортирован;2500;9738;
обратно отсортирован;2500;41417081;
обратно отсортирован;2500;119066;
обратно отсортирован;2500;634426;
обратно отсортирован;2500;16638813;
обратно отсортирован;2500;274155;
обратно отсортирован;2500;21399452;
обратно отсортирован;2500;90781;
обратно отсортирован;2500;14565792;
обратно отсортирован;2500;227801;
обратно отсортирован;2500;242962;
обратно отсортирован;2600;12835578;
обратно отсортирован;2600;38264900;
обратно отсортирован;2600;11187;
обратно отсортирован;2600;43253346;
обратно отсортирован;2600;104184;
обратно отсортирован;2600;584498;
обратно отсортирован;2600;17339580;
обратно отсортирован;2600;298946;
обратно отсортирован;2600;22370789;
обратно отсортирован;2600;79190;
обратно отсортирован;2600;13690474;
обратно отсортирован;2600;254395;
обратно отсортирован;2600;243206;
обратно отсортирован;2700;13822326;
обратно отсортирован;2700;41779384;
обратно отсортирован;2700;15573;
обратно отсортирован;2700;47745474;
обратно отсортирован;2700;125034;
обратно отсортирован;2700;700059;
обратно отсортирован;2700;18734107;
обратно отсортирован;2700;306787;
обратно отсортирован;2700;24318894;
обратно отсортирован;2700;93147;
обратно отсортирован;2700;15100908;
обратно отсортирован;2700;245423;
обратно отсортирован;2700;277712;
обратно отсортирован;2800;15099393;
обратно отсортирован;2800;44638793;
обратно отсортирован;2800;10775;
обратно отсортирован;2800;50906612;
обратно отсортирован;2800;109787;
обратно отсортирован;2800;677135;
обратно отсортирован;2800;19939867;
обратно отсортирован;2800;314315;
обратно отсортирован;2800;26631326;
обратно отсортирован;2800;93995;
обратно отсортирован;2800;16624525;
обратно отсортирован;2800;219086;
обратно отсортирован;2800;275003;
обратно отсортирован;2900;16299815;
обратно отсортирован;2900;48060917;
обратно отсортирован;2900;11123;
обратно отсортирован;2900;54217034;
обратно отсортирован;2900;122966;
обратно отсортирован;2900;726546;
обратно отсортирован;2900;21067810;
обратно отсортирован;2900;313081;
обратно отсортирован;2900;27820991;
обратно отсортирован;2900;133158;
обратно отсортирован;2900;17634512;
обратно отсортирован;2900;226550;
обратно отсортирован;2900;269144;
обратно отсортирован;3000;17358539;
обратно отсортирован;3000;51197782;
обратно отсортирован;3000;11446;
обратно отсортирован;3000;57578519;
обратно отсортирован;3000;132038;
обратно отсортирован;3000;888437;
обратно отсортирован;3000;22944966;
обратно отсортирован;3000;338552;
обратно отсортирован;3000;30355388;
обратно отсортирован;3000;104687;
обратно отсортирован;3000;18761971;
обратно отсортирован;3000;237561;
обратно отсортирован;3000;365146;
обратно отсортирован;3100;19104068;
обратно отсортирован;3100;54801555;
обратно отсортирован;3100;11974;
обратно отсортирован;3100;62319546;
обратно отсортирован;3100;132094;
обратно отсортирован;3100;872703;
обратно отсортирован;3100;24932937;
обратно отсортирован;3100;397369;
обратно отсортирован;3100;32404684;
обратно отсортирован;3100;95471;
обратно отсортирован;3100;19752559;
обратно отсортирован;3100;242079;
обратно отсортирован;3100;300334;
обратно отсортирован;3200;19768196;
обратно отсортирован;3200;57892254;
обратно отсортирован;3200;12307;
обратно отсортирован;3200;67851480;
обратно отсортирован;3200;124514;
обратно отсортирован;3200;913718;
обратно отсортирован;3200;26344508;
обратно отсортирован;3200;364843;
обратно отсортирован;3200;35887103;
обратно отсортирован;3200;102041;
обратно отсортирован;3200;21903749;
обратно отсортирован;3200;237381;
обратно отсортирован;3200;295677;
обратно отсортирован;3300;21099158;
обратно отсортирован;3300;61985293;
обратно отсортирован;3300;11810;
обратно отсортирован;3300;71204998;
обратно отсортирован;3300;128398;
обратно отсортирован;3300;749822;
обратно отсортирован;3300;27800234;
обратно отсортирован;3300;368935;
обратно отсортирован;3300;36481033;
обратно отсортирован;3300;105298;
обратно отсортирован;3300;24017377;
обратно отсортирован;3300;424529;
обратно отсортирован;3300;696146;
обратно отсортирован;3400;25869316;
обратно отсортирован;3400;77810976;
обратно отсортирован;3400;12351;
обратно отсортирован;3400;81588863;
обратно отсортирован;3400;131854;
обратно отсортирован;3400;857049;
обратно отсортирован;3400;31173505;
обратно отсортирован;3400;405472;
обратно отсортирован;3400;43040480;
обратно отсортирован;3400;105319;
обратно отсортирован;3400;25967956;
обратно отсортирован;3400;296599;
обратно отсортирован;3400;330028;
обратно отсортирован;3500;25809434;
обратно отсортирован;3500;87987028;
обратно отсортирован;3500;29274;
обратно отсортирован;3500;91313636;
обратно отсортирован;3500;157186;
обратно отсортирован;3500;1142232;
обратно отсортирован;3500;40482287;
обратно отсортирован;3500;536012;
обратно отсортирован;3500;43774278;
обратно отсортирован;3500;143161;
обратно отсортирован;3500;26883994;
обратно отсортирован;3500;309371;
обратно отсортирован;3500;393170;
обратно отсортирован;3600;27856070;
обратно отсортирован;3600;80882744;
обратно отсортирован;3600;13740;
обратно отсортирован;3600;91880680;
обратно отсортирован;3600;193913;
обратно отсортирован;3600;1031634;
обратно отсортирован;3600;37382739;
обратно отсортирован;3600;446851;
обратно отсортирован;3600;47279892;
обратно отсортирован;3600;114830;
обратно отсортирован;3600;39087439;
обратно отсортирован;3600;487776;
обратно отсортирован;3600;483674;
обратно отсортирован;3700;42032893;
обратно отсортирован;3700;106187835;
обратно отсортирован;3700;22145;
обратно отсортирован;3700;141823070;
обратно отсортирован;3700;205993;
обратно отсортирован;3700;969943;
обратно отсортирован;3700;48398506;
обратно отсортирован;3700;444241;
обратно отсортирован;3700;50845731;
обратно отсортирован;3700;122131;
обратно отсортирован;3700;33541026;
обратно отсортирован;3700;396028;
обратно отсортирован;3700;381520;
обратно отсортирован;3800;29224125;
обратно отсортирован;3800;86775598;
обратно отсортирован;3800;15604;
обратно отсортирован;3800;97334731;
обратно отсортирован;3800;178077;
обратно отсортирован;3800;1238389;
обратно отсортирован;3800;42201009;
обратно отсортирован;3800;423546;
обратно отсортирован;3800;50590751;
обратно отсортирован;3800;116625;
обратно отсортирован;3800;30566717;
обратно отсортирован;3800;425533;
обратно отсортирован;3800;411293;
обратно отсортирован;3900;33141639;
обратно отсортирован;3900;89020910;
обратно отсортирован;3900;21009;
обратно отсортирован;3900;101720717;
обратно отсортирован;3900;165816;
обратно отсортирован;3900;953125;
обратно отсортирован;3900;38247696;
обратно отсортирован;3900;423041;
обратно отсортирован;3900;51753717;
обратно отсортирован;3900;117691;
обратно отсортирован;3900;31854741;
обратно отсортирован;3900;299739;
обратно отсортирован;3900;485759;
обратно отсортирован;4000;31068835;
обратно отсортирован;4000;92510556;
обратно отсортирован;4000;16097;
обратно отсортирован;4000;109969887;
обратно отсортирован;4000;203889;
обратно отсортирован;4000;1005134;
обратно отсортирован;4000;40485562;
обратно отсортирован;4000;526987;
обратно отсортирован;4000;57814765;
обратно отсортирован;4000;164043;
обратно отсортирован;4000;33796565;
обратно отсортирован;4000;322249;
обратно отсортирован;4000;420406;
обратно отсортирован;4100;34600886;
обратно отсортирован;4100;102140465;
обратно отсортирован;4100;14527;
обратно отсортирован;4100;112140859;
обратно отсортирован;4100;184169;
обратно отсортирован;4100;1241475;
обратно отсортирован;4100;44080124;
обратно отсортирован;4100;482642;
обратно отсортирован;4100;58459589;
обратно отсортирован;4100;139507;
обратно отсортирован;4100;37369535;
обратно отсортирован;4100;380044;
обратно отсортирован;4100;444509;
