type;number of algorithm;size;time;
рандом от 0 до 4000_2;8;3300;2450856;
рандом от 0 до 4000_2;9;3300;51399;
рандом от 0 до 4000_2;10;3300;20197836;
рандом от 0 до 4000_2;11;3300;264165;
рандом от 0 до 4000_2;12;3300;311217;
рандом от 0 до 4000_2;0;3400;11450827;
рандом от 0 до 4000_2;1;3400;59951154;
рандом от 0 до 4000_2;2;3400;59279424;
рандом от 0 до 4000_2;3;3400;63989687;
рандом от 0 до 4000_2;4;3400;111235;
рандом от 0 до 4000_2;5;3400;744095;
рандом от 0 до 4000_2;6;3400;11975012;
рандом от 0 до 4000_2;7;3400;589437;
рандом от 0 до 4000_2;8;3400;2607689;
рандом от 0 до 4000_2;9;3400;54082;
рандом от 0 до 4000_2;10;3400;21415265;
рандом от 0 до 4000_2;11;3400;279650;
рандом от 0 до 4000_2;12;3400;344512;
рандом от 0 до 4000_2;0;3500;11793683;
рандом от 0 до 4000_2;1;3500;62500793;
рандом от 0 до 4000_2;2;3500;62559331;
рандом от 0 до 4000_2;3;3500;67707835;
рандом от 0 до 4000_2;4;3500;117907;
рандом от 0 до 4000_2;5;3500;694183;
рандом от 0 до 4000_2;6;3500;12715433;
рандом от 0 до 4000_2;7;3500;710100;
рандом от 0 до 4000_2;8;3500;2645382;
рандом от 0 до 4000_2;9;3500;57487;
рандом от 0 до 4000_2;10;3500;22184462;
рандом от 0 до 4000_2;11;3500;287287;
рандом от 0 до 4000_2;12;3500;334798;
рандом от 0 до 4000_2;0;3600;11971730;
рандом от 0 до 4000_2;1;3600;66360569;
рандом от 0 до 4000_2;2;3600;66209327;
рандом от 0 до 4000_2;3;3600;76038306;
рандом от 0 до 4000_2;4;3600;136130;
рандом от 0 до 4000_2;5;3600;821980;
рандом от 0 до 4000_2;6;3600;14917391;
рандом от 0 до 4000_2;7;3600;680305;
рандом от 0 до 4000_2;8;3600;3534602;
рандом от 0 до 4000_2;9;3600;65613;
рандом от 0 до 4000_2;10;3600;28258790;
рандом от 0 до 4000_2;11;3600;321944;
рандом от 0 до 4000_2;12;3600;412301;
рандом от 0 до 4000_2;0;3700;13397211;
рандом от 0 до 4000_2;1;3700;71548287;
рандом от 0 до 4000_2;2;3700;70108631;
рандом от 0 до 4000_2;3;3700;75129331;
рандом от 0 до 4000_2;4;3700;133067;
рандом от 0 до 4000_2;5;3700;887401;
рандом от 0 до 4000_2;6;3700;13681615;
рандом от 0 до 4000_2;7;3700;524753;
рандом от 0 до 4000_2;8;3700;3231994;
рандом от 0 до 4000_2;9;3700;63292;
рандом от 0 до 4000_2;10;3700;25878747;
рандом от 0 до 4000_2;11;3700;459990;
рандом от 0 до 4000_2;12;3700;501827;
рандом от 0 до 4000_2;0;3800;14467242;
рандом от 0 до 4000_2;1;3800;73266599;
рандом от 0 до 4000_2;2;3800;74372375;
рандом от 0 до 4000_2;3;3800;79077166;
рандом от 0 до 4000_2;4;3800;149153;
рандом от 0 до 4000_2;5;3800;978921;
рандом от 0 до 4000_2;6;3800;14338053;
рандом от 0 до 4000_2;7;3800;508048;
рандом от 0 до 4000_2;8;3800;3380675;
рандом от 0 до 4000_2;9;3800;63015;
рандом от 0 до 4000_2;10;3800;27082863;
рандом от 0 до 4000_2;11;3800;322158;
рандом от 0 до 4000_2;12;3800;386110;
рандом от 0 до 4000_2;0;3900;14295177;
рандом от 0 до 4000_2;1;3900;78390184;
рандом от 0 до 4000_2;2;3900;78140094;
рандом от 0 до 4000_2;3;3900;84911176;
рандом от 0 до 4000_2;4;3900;192258;
рандом от 0 до 4000_2;5;3900;885840;
рандом от 0 до 4000_2;6;3900;15595543;
рандом от 0 до 4000_2;7;3900;524287;
рандом от 0 до 4000_2;8;3900;3562781;
рандом от 0 до 4000_2;9;3900;63962;
рандом от 0 до 4000_2;10;3900;27605982;
рандом от 0 до 4000_2;11;3900;321527;
рандом от 0 до 4000_2;12;3900;369788;
рандом от 0 до 4000_2;0;4000;15468187;
рандом от 0 до 4000_2;1;4000;81838118;
рандом от 0 до 4000_2;2;4000;82920551;
рандом от 0 до 4000_2;3;4000;88142630;
рандом от 0 до 4000_2;4;4000;130441;
рандом от 0 до 4000_2;5;4000;870531;
рандом от 0 до 4000_2;6;4000;16452425;
рандом от 0 до 4000_2;7;4000;567750;
рандом от 0 до 4000_2;8;4000;3673802;
рандом от 0 до 4000_2;9;4000;65752;
рандом от 0 до 4000_2;10;4000;29100858;
рандом от 0 до 4000_2;11;4000;351432;
рандом от 0 до 4000_2;12;4000;501864;
рандом от 0 до 4000_2;0;4100;15767096;
рандом от 0 до 4000_2;1;4100;88146051;
рандом от 0 до 4000_2;2;4100;87856505;
рандом от 0 до 4000_2;3;4100;94444519;
рандом от 0 до 4000_2;4;4100;183781;
рандом от 0 до 4000_2;5;4100;1509896;
рандом от 0 до 4000_2;6;4100;17109776;
рандом от 0 до 4000_2;7;4100;544041;
рандом от 0 до 4000_2;8;4100;3883725;
рандом от 0 до 4000_2;9;4100;65963;
рандом от 0 до 4000_2;10;4100;30650556;
рандом от 0 до 4000_2;11;4100;463671;
рандом от 0 до 4000_2;12;4100;448393;
почти отсортирован_2;0;100;4046;
почти отсортирован_2;1;100;17826;
почти отсортирован_2;2;100;51802;
почти отсортирован_2;3;100;1185;
почти отсортирован_2;4;100;4343;
почти отсортирован_2;5;100;12821;
почти отсортирован_2;6;100;558;
почти отсортирован_2;7;100;8702;
почти отсортирован_2;8;100;48511;
почти отсортирован_2;9;100;2429;
почти отсортирован_2;10;100;17772;
почти отсортирован_2;11;100;2326;
почти отсортирован_2;12;100;2932;
почти отсортирован_2;0;200;9209;
почти отсортирован_2;1;200;69804;
почти отсортирован_2;2;200;216428;
почти отсортирован_2;3;200;957;
почти отсортирован_2;4;200;8922;
почти отсортирован_2;5;200;39714;
почти отсортирован_2;6;200;1085;
почти отсортирован_2;7;200;15962;
почти отсортирован_2;8;200;207385;
почти отсортирован_2;9;200;4227;
почти отсортирован_2;10;200;68927;
почти отсортирован_2;11;200;5560;
почти отсортирован_2;12;200;6887;
почти отсортирован_2;0;300;15558;
почти отсортирован_2;1;300;157021;
почти отсортирован_2;2;300;470525;
почти отсортирован_2;3;300;2994;
почти отсортирован_2;4;300;20467;
почти отсортирован_2;5;300;48269;
почти отсортирован_2;6;300;2094;
почти отсортирован_2;7;300;25077;
почти отсортирован_2;8;300;505895;
почти отсортирован_2;9;300;26812;
почти отсортирован_2;10;300;266371;
почти отсортирован_2;11;300;9610;
почти отсортирован_2;12;300;12692;
почти отсортирован_2;0;400;21888;
почти отсортирован_2;1;400;281628;
почти отсортирован_2;2;400;859255;
почти отсортирован_2;3;400;4920;
почти отсортирован_2;4;400;25741;
почти отсортирован_2;5;400;76447;
почти отсортирован_2;6;400;3117;
почти отсортирован_2;7;400;35521;
почти отсортирован_2;8;400;782100;
почти отсортирован_2;9;400;13431;
почти отсортирован_2;10;400;276854;
почти отсортирован_2;11;400;14717;
почти отсортирован_2;12;400;18013;
почти отсортирован_2;0;500;28255;
почти отсортирован_2;1;500;521073;
почти отсортирован_2;2;500;1310493;
почти отсортирован_2;3;500;7092;
почти отсортирован_2;4;500;46688;
почти отсортирован_2;5;500;89334;
почти отсортирован_2;6;500;4094;
почти отсортирован_2;7;500;45272;
почти отсортирован_2;8;500;1211569;
почти отсортирован_2;9;500;17148;
почти отсортирован_2;10;500;654517;
почти отсортирован_2;11;500;19432;
почти отсортирован_2;12;500;25083;
почти отсортирован_2;0;600;35072;
почти отсортирован_2;1;600;621916;
почти отсортирован_2;2;600;1978824;
почти отсортирован_2;3;600;8390;
почти отсортирован_2;4;600;32711;
почти отсортирован_2;5;600;183464;
почти отсортирован_2;6;600;13475;
почти отсортирован_2;7;600;145234;
почти отсортирован_2;8;600;1713368;
почти отсортирован_2;9;600;20401;
почти отсортирован_2;10;600;627135;
почти отсортирован_2;11;600;25333;
почти отсортирован_2;12;600;31713;
почти отсортирован_2;0;700;42498;
почти отсортирован_2;1;700;1025641;
почти отсортирован_2;2;700;2655258;
почти отсортирован_2;3;700;9024;
почти отсортирован_2;4;700;98921;
почти отсортирован_2;5;700;178305;
почти отсортирован_2;6;700;6373;
почти отсортирован_2;7;700;67245;
почти отсортирован_2;8;700;2506394;
почти отсортирован_2;9;700;21437;
почти отсортирован_2;10;700;1011353;
почти отсортирован_2;11;700;28876;
почти отсортирован_2;12;700;36301;
почти отсортирован_2;0;800;48362;
почти отсортирован_2;1;800;1133809;
почти отсортирован_2;2;800;3561014;
почти отсортирован_2;3;800;10592;
почти отсортирован_2;4;800;37140;
почти отсортирован_2;5;800;158976;
почти отсортирован_2;6;800;7026;
почти отсортирован_2;7;800;75753;
почти отсортирован_2;8;800;3254740;
почти отсортирован_2;9;800;24303;
почти отсортирован_2;10;800;1192799;
почти отсортирован_2;11;800;34923;
почти отсортирован_2;12;800;43740;
почти отсортирован_2;0;900;56222;
почти отсортирован_2;1;900;1520891;
почти отсортирован_2;2;900;4658511;
почти отсортирован_2;3;900;12202;
почти отсортирован_2;4;900;40813;
почти отсортирован_2;5;900;175546;
почти отсортирован_2;6;900;8190;
почти отсортирован_2;7;900;84672;
почти отсортирован_2;8;900;3926180;
почти отсортирован_2;9;900;27989;
почти отсортирован_2;10;900;1411730;
почти отсортирован_2;11;900;45564;
почти отсортирован_2;12;900;54510;
почти отсортирован_2;0;1000;63244;
почти отсортирован_2;1;1000;1867048;
почти отсортирован_2;2;1000;5807952;
почти отсортирован_2;3;1000;15057;
почти отсортирован_2;4;1000;46841;
почти отсортирован_2;5;1000;214227;
почти отсортирован_2;6;1000;10757;
почти отсортирован_2;7;1000;99403;
почти отсортирован_2;8;1000;4869064;
почти отсортирован_2;9;1000;31608;
почти отсортирован_2;10;1000;1745258;
почти отсортирован_2;11;1000;47133;
почти отсортирован_2;12;1000;62765;
почти отсортирован_2;0;1100;70354;
почти отсортирован_2;1;1100;2286372;
почти отсортирован_2;2;1100;6626874;
почти отсортирован_2;3;1100;15082;
почти отсортирован_2;4;1100;46537;
почти отсортирован_2;5;1100;249817;
почти отсортирован_2;6;1100;9882;
почти отсортирован_2;7;1100;109589;
почти отсортирован_2;8;1100;6208394;
почти отсортирован_2;9;1100;33757;
почти отсортирован_2;10;1100;2211647;
почти отсортирован_2;11;1100;52415;
почти отсортирован_2;12;1100;63454;
почти отсортирован_2;0;1200;77224;
почти отсортирован_2;1;1200;2667557;
почти отсортирован_2;2;1200;7947077;
почти отсортирован_2;3;1200;18147;
почти отсортирован_2;4;1200;119526;
почти отсортирован_2;5;1200;280621;
почти отсортирован_2;6;1200;12068;
почти отсортирован_2;7;1200;119763;
почти отсортирован_2;8;1200;7478018;
почти отсортирован_2;9;1200;43407;
почти отсортирован_2;10;1200;2967838;
почти отсортирован_2;11;1200;103259;
почти отсортирован_2;12;1200;138040;
почти отсортирован_2;0;1300;178725;
почти отсортирован_2;1;1300;3995474;
почти отсортирован_2;2;1300;9133222;
почти отсортирован_2;3;1300;18100;
почти отсортирован_2;4;1300;52632;
почти отсортирован_2;5;1300;278119;
почти отсортирован_2;6;1300;12375;
почти отсортирован_2;7;1300;130456;
почти отсортирован_2;8;1300;8741877;
почти отсортирован_2;9;1300;40924;
почти отсортирован_2;10;1300;3081110;
почти отсортирован_2;11;1300;62985;
почти отсортирован_2;12;1300;80390;
почти отсортирован_2;0;1400;93264;
почти отсортирован_2;1;1400;3632621;
почти отсортирован_2;2;1400;10718102;
почти отсортирован_2;3;1400;21487;
почти отсортирован_2;4;1400;59087;
почти отсортирован_2;5;1400;416877;
почти отсортирован_2;6;1400;16787;
почти отсортирован_2;7;1400;258532;
почти отсортирован_2;8;1400;9977850;
почти отсортирован_2;9;1400;91616;
почти отсортирован_2;10;1400;3767029;
почти отсортирован_2;11;1400;72223;
почти отсортирован_2;12;1400;89817;
почти отсортирован_2;0;1500;102808;
почти отсортирован_2;1;1500;4243232;
почти отсортирован_2;2;1500;13398133;
почти отсортирован_2;3;1500;22062;
почти отсортирован_2;4;1500;64357;
почти отсортирован_2;5;1500;316615;
почти отсортирован_2;6;1500;15724;
почти отсортирован_2;7;1500;155809;
почти отсортирован_2;8;1500;11534109;
почти отсортирован_2;9;1500;46842;
почти отсортирован_2;10;1500;3944204;
почти отсортирован_2;11;1500;76416;
почти отсортирован_2;12;1500;88532;
почти отсортирован_2;0;1600;118535;
почти отсортирован_2;1;1600;4673673;
почти отсортирован_2;2;1600;14286738;
почти отсортирован_2;3;1600;4785819;
почти отсортирован_2;4;1600;65324;
почти отсортирован_2;5;1600;335590;
почти отсортирован_2;6;1600;22373;
почти отсортирован_2;7;1600;164231;
почти отсортирован_2;8;1600;10074564;
почти отсортирован_2;9;1600;49763;
почти отсортирован_2;10;1600;4795366;
почти отсортирован_2;11;1600;81547;
почти отсортирован_2;12;1600;100982;
почти отсортирован_2;0;1700;141929;
почти отсортирован_2;1;1700;5430376;
почти отсортирован_2;2;1700;16202211;
почти отсортирован_2;3;1700;4639709;
почти отсортирован_2;4;1700;68850;
почти отсортирован_2;5;1700;381770;
почти отсортирован_2;6;1700;22835;
почти отсортирован_2;7;1700;176312;
почти отсортирован_2;8;1700;11815355;
почти отсортирован_2;9;1700;52037;
почти отсортирован_2;10;1700;5351881;
почти отсортирован_2;11;1700;90503;
почти отсортирован_2;12;1700;111848;
почти отсортирован_2;0;1800;133018;
почти отсортирован_2;1;1800;6080693;
почти отсортирован_2;2;1800;18227918;
почти отсортирован_2;3;1800;5032471;
почти отсортирован_2;4;1800;77206;
почти отсортирован_2;5;1800;406155;
почти отсортирован_2;6;1800;22937;
почти отсортирован_2;7;1800;185658;
почти отсортирован_2;8;1800;13343806;
почти отсортирован_2;9;1800;56156;
почти отсортирован_2;10;1800;5886595;
почти отсортирован_2;11;1800;94020;
почти отсортирован_2;12;1800;115099;
почти отсортирован_2;0;1900;137458;
почти отсортирован_2;1;1900;6674269;
почти отсортирован_2;2;1900;20566949;
почти отсортирован_2;3;1900;4719983;
почти отсортирован_2;4;1900;78083;
почти отсортирован_2;5;1900;443619;
почти отсортирован_2;6;1900;23769;
почти отсортирован_2;7;1900;195578;
почти отсортирован_2;8;1900;15453168;
почти отсортирован_2;9;1900;59522;
почти отсортирован_2;10;1900;6560156;
почти отсортирован_2;11;1900;99108;
почти отсортирован_2;12;1900;104892;
почти отсортирован_2;0;2000;159546;
почти отсортирован_2;1;2000;7525375;
почти отсортирован_2;2;2000;22325854;
почти отсортирован_2;3;2000;4527451;
почти отсортирован_2;4;2000;137286;
почти отсортирован_2;5;2000;601162;
почти отсортирован_2;6;2000;24146;
почти отсортирован_2;7;2000;211920;
почти отсортирован_2;8;2000;17658653;
почти отсортирован_2;9;2000;63864;
почти отсортирован_2;10;2000;7174487;
почти отсортирован_2;11;2000;99747;
почти отсортирован_2;12;2000;128573;
почти отсортирован_2;0;2100;155917;
почти отсортирован_2;1;2100;8609909;
почти отсортирован_2;2;2100;24859622;
почти отсортирован_2;3;2100;4788077;
почти отсортирован_2;4;2100;105626;
почти отсортирован_2;5;2100;508068;
почти отсортирован_2;6;2100;25296;
почти отсортирован_2;7;2100;218222;
почти отсортирован_2;8;2100;19543707;
почти отсортирован_2;9;2100;65556;
почти отсортирован_2;10;2100;8421543;
почти отсортирован_2;11;2100;103997;
почти отсортирован_2;12;2100;147306;
почти отсортирован_2;0;2200;164711;
почти отсортирован_2;1;2200;9192496;
почти отсортирован_2;2;2200;27233759;
почти отсортирован_2;3;2200;4537471;
почти отсортирован_2;4;2200;99001;
почти отсортирован_2;5;2200;508587;
почти отсортирован_2;6;2200;26601;
почти отсортирован_2;7;2200;232211;
почти отсортирован_2;8;2200;21788440;
почти отсортирован_2;9;2200;67944;
почти отсортирован_2;10;2200;8829807;
почти отсортирован_2;11;2200;115942;
почти отсортирован_2;12;2200;142130;
почти отсортирован_2;0;2300;175924;
почти отсортирован_2;1;2300;9705412;
почти отсортирован_2;2;2300;29943139;
почти отсортирован_2;3;2300;4593758;
почти отсортирован_2;4;2300;102335;
почти отсортирован_2;5;2300;528379;
почти отсортирован_2;6;2300;27219;
почти отсортирован_2;7;2300;242872;
почти отсортирован_2;8;2300;23729038;
почти отсортирован_2;9;2300;71839;
почти отсортирован_2;10;2300;9677200;
почти отсортирован_2;11;2300;147490;
почти отсортирован_2;12;2300;168628;
почти отсортирован_2;0;2400;179090;
почти отсортирован_2;1;2400;10640609;
почти отсортирован_2;2;2400;32344871;
почти отсортирован_2;3;2400;4809680;
почти отсортирован_2;4;2400;105995;
почти отсортирован_2;5;2400;563943;
почти отсортирован_2;6;2400;28805;
почти отсортирован_2;7;2400;449422;
почти отсортирован_2;8;2400;26232626;
почти отсортирован_2;9;2400;74298;
почти отсортирован_2;10;2400;10573332;
почти отсортирован_2;11;2400;129517;
почти отсортирован_2;12;2400;171508;
почти отсортирован_2;0;2500;191247;
почти отсортирован_2;1;2500;11704559;
почти отсортирован_2;2;2500;34972808;
почти отсортирован_2;3;2500;4765749;
почти отсортирован_2;4;2500;109941;
почти отсортирован_2;5;2500;592450;
почти отсортирован_2;6;2500;30983;
почти отсортирован_2;7;2500;278248;
почти отсортирован_2;8;2500;28522034;
почти отсортирован_2;9;2500;77549;
почти отсортирован_2;10;2500;11305181;
почти отсортирован_2;11;2500;130548;
почти отсортирован_2;12;2500;170724;
почти отсортирован_2;0;2600;198584;
почти отсортирован_2;1;2600;12467722;
почти отсортирован_2;2;2600;38381343;
почти отсортирован_2;3;2600;4684791;
почти отсортирован_2;4;2600;111467;
почти отсортирован_2;5;2600;601933;
почти отсортирован_2;6;2600;32382;
почти отсортирован_2;7;2600;287794;
почти отсортирован_2;8;2600;31911657;
почти отсортирован_2;9;2600;80327;
почти отсортирован_2;10;2600;12134949;
почти отсортирован_2;11;2600;276102;
почти отсортирован_2;12;2600;183143;
почти отсортирован_2;0;2700;208717;
почти отсортирован_2;1;2700;13193407;
почти отсортирован_2;2;2700;41564252;
почти отсортирован_2;3;2700;4488062;
почти отсортирован_2;4;2700;115338;
почти отсортирован_2;5;2700;664185;
почти отсортирован_2;6;2700;33691;
почти отсортирован_2;7;2700;298025;
почти отсортирован_2;8;2700;34008903;
почти отсортирован_2;9;2700;86883;
почти отсортирован_2;10;2700;13652301;
почти отсортирован_2;11;2700;148147;
почти отсортирован_2;12;2700;187273;
почти отсортирован_2;0;2800;220127;
почти отсортирован_2;1;2800;14452221;
почти отсортирован_2;2;2800;44756877;
почти отсортирован_2;3;2800;4703139;
почти отсортирован_2;4;2800;117805;
почти отсортирован_2;5;2800;674785;
почти отсортирован_2;6;2800;36588;
почти отсортирован_2;7;2800;308823;
почти отсортирован_2;8;2800;37456518;
почти отсортирован_2;9;2800;94574;
почти отсортирован_2;10;2800;14257575;
почти отсортирован_2;11;2800;155229;
почти отсортирован_2;12;2800;203101;
почти отсортирован_2;0;2900;233724;
почти отсортирован_2;1;2900;15778423;
почти отсортирован_2;2;2900;47613728;
почти отсортирован_2;3;2900;4697248;
почти отсортирован_2;4;2900;121771;
почти отсортирован_2;5;2900;746062;
почти отсортирован_2;6;2900;39710;
почти отсортирован_2;7;2900;343171;
почти отсортирован_2;8;2900;41177039;
почти отсортирован_2;9;2900;121252;
почти отсортирован_2;10;2900;15799058;
почти отсортирован_2;11;2900;186136;
почти отсортирован_2;12;2900;208087;
почти отсортирован_2;0;3000;237192;
почти отсортирован_2;1;3000;16756660;
почти отсортирован_2;2;3000;51181832;
почти отсортирован_2;3;3000;4745955;
почти отсортирован_2;4;3000;168397;
почти отсортирован_2;5;3000;724180;
почти отсортирован_2;6;3000;39673;
почти отсортирован_2;7;3000;344128;
почти отсортирован_2;8;3000;43055198;
почти отсортирован_2;9;3000;112052;
почти отсортирован_2;10;3000;16393742;
почти отсортирован_2;11;3000;167131;
почти отсортирован_2;12;3000;220880;
почти отсортирован_2;0;3100;248742;
почти отсортирован_2;1;3100;18051453;
почти отсортирован_2;2;3100;53852182;
почти отсортирован_2;3;3100;4825898;
почти отсортирован_2;4;3100;128751;
почти отсортирован_2;5;3100;778884;
почти отсортирован_2;6;3100;43838;
почти отсортирован_2;7;3100;344091;
почти отсортирован_2;8;3100;45721206;
почти отсортирован_2;9;3100;93047;
почти отсортирован_2;10;3100;17400343;
почти отсортирован_2;11;3100;231590;
почти отсортирован_2;12;3100;223954;
почти отсортирован_2;0;3200;253310;
почти отсортирован_2;1;3200;19074314;
почти отсортирован_2;2;3200;57534741;
почти отсортирован_2;3;3200;4770727;
почти отсортирован_2;4;3200;131743;
почти отсортирован_2;5;3200;763351;
почти отсортирован_2;6;3200;39691;
почти отсортирован_2;7;3200;348648;
почти отсортирован_2;8;3200;49897196;
почти отсортирован_2;9;3200;93548;
почти отсортирован_2;10;3200;19371338;
почти отсортирован_2;11;3200;182632;
почти отсортирован_2;12;3200;231160;
почти отсортирован_2;0;3300;254224;
почти отсортирован_2;1;3300;20256879;
почти отсортирован_2;2;3300;61349757;
почти отсортирован_2;3;3300;4857000;
почти отсортирован_2;4;3300;134862;
почти отсортирован_2;5;3300;841916;
почти отсортирован_2;6;3300;45966;
почти отсортирован_2;7;3300;374189;
почти отсортирован_2;8;3300;52666907;
почти отсортирован_2;9;3300;142722;
почти отсортирован_2;10;3300;20230323;
почти отсортирован_2;11;3300;174226;
почти отсортирован_2;12;3300;238768;
почти отсортирован_2;0;3400;282047;
почти отсортирован_2;1;3400;20947143;
почти отсортирован_2;2;3400;66640920;
почти отсортирован_2;3;3400;4724349;
почти отсортирован_2;4;3400;139737;
почти отсортирован_2;5;3400;800301;
почти отсортирован_2;6;3400;106077;
почти отсортирован_2;7;3400;492609;
почти отсортирован_2;8;3400;55442995;
почти отсортирован_2;9;3400;101493;
почти отсортирован_2;10;3400;20870487;
почти отсортирован_2;11;3400;195307;
почти отсортирован_2;12;3400;424908;
почти отсортирован_2;0;3500;285481;
почти отсортирован_2;1;3500;23027661;
почти отсортирован_2;2;3500;69109117;
почти отсортирован_2;3;3500;4653438;
почти отсортирован_2;4;3500;141332;
почти отсортирован_2;5;3500;820721;
почти отсортирован_2;6;3500;48310;
почти отсортирован_2;7;3500;591668;
почти отсортирован_2;8;3500;59494726;
почти отсортирован_2;9;3500;105776;
почти отсортирован_2;10;3500;22350318;
почти отсортирован_2;11;3500;202062;
почти отсортирован_2;12;3500;260488;
почти отсортирован_2;0;3600;331096;
почти отсортирован_2;1;3600;23983796;
почти отсортирован_2;2;3600;73483741;
почти отсортирован_2;3;3600;16393430;
почти отсортирован_2;4;3600;146326;
почти отсортирован_2;5;3600;997109;
почти отсортирован_2;6;3600;147493;
почти отсортирован_2;7;3600;424046;
почти отсортирован_2;8;3600;32650840;
почти отсортирован_2;9;3600;103657;
почти отсортирован_2;10;3600;23568649;
почти отсортирован_2;11;3600;212170;
почти отсортирован_2;12;3600;262757;
почти отсортирован_2;0;3700;310484;
почти отсортирован_2;1;3700;25417121;
почти отсортирован_2;2;3700;78238349;
почти отсортирован_2;3;3700;16377902;
почти отсортирован_2;4;3700;147356;
почти отсортирован_2;5;3700;881212;
почти отсортирован_2;6;3700;58215;
почти отсортирован_2;7;3700;418072;
почти отсортирован_2;8;3700;35727211;
почти отсортирован_2;9;3700;112082;
почти отсортирован_2;10;3700;24863738;
почти отсортирован_2;11;3700;221319;
почти отсортирован_2;12;3700;265346;
почти отсортирован_2;0;3800;312960;
почти отсортирован_2;1;3800;27230291;
почти отсортирован_2;2;3800;81025534;
почти отсортирован_2;3;3800;16741761;
почти отсортирован_2;4;3800;154514;
почти отсортирован_2;5;3800;997599;
почти отсортирован_2;6;3800;61612;
почти отсортирован_2;7;3800;419646;
почти отсортирован_2;8;3800;25495280;
почти отсортирован_2;9;3800;170379;
почти отсортирован_2;10;3800;26414142;
почти отсортирован_2;11;3800;230931;
почти отсортирован_2;12;3800;276056;
почти отсортирован_2;0;3900;323113;
почти отсортирован_2;1;3900;27811021;
почти отсортирован_2;2;3900;85602884;
почти отсортирован_2;3;3900;16611238;
почти отсортирован_2;4;3900;156208;
почти отсортирован_2;5;3900;1022202;
почти отсортирован_2;6;3900;67338;
почти отсортирован_2;7;3900;485978;
почти отсортирован_2;8;3900;28928876;
почти отсортирован_2;9;3900;243632;
почти отсортирован_2;10;3900;27837851;
почти отсортирован_2;11;3900;229008;
почти отсортирован_2;12;3900;278673;
почти отсортирован_2;0;4000;426874;
почти отсортирован_2;1;4000;29918809;
почти отсортирован_2;2;4000;89871053;
почти отсортирован_2;3;4000;24695304;
почти отсортирован_2;4;4000;158290;
почти отсортирован_2;5;4000;1017085;
почти отсортирован_2;6;4000;73567;
почти отсортирован_2;7;4000;440263;
почти отсортирован_2;8;4000;25156755;
почти отсортирован_2;9;4000;115093;
почти отсортирован_2;10;4000;29195727;
почти отсортирован_2;11;4000;255569;
почти отсортирован_2;12;4000;289641;
почти отсортирован_2;0;4100;341226;
почти отсортирован_2;1;4100;31474228;
почти отсортирован_2;2;4100;94993789;
почти отсортирован_2;3;4100;24702439;
почти отсортирован_2;4;4100;188661;
почти отсортирован_2;5;4100;1210134;
почти отсортирован_2;6;4100;74835;
почти отсортирован_2;7;4100;452438;
почти отсортирован_2;8;4100;23006610;
почти отсортирован_2;9;4100;124897;
почти отсортирован_2;10;4100;30909471;
почти отсортирован_2;11;4100;359338;
почти отсортирован_2;12;4100;305899;
обратно отсортирован_2;0;100;21354;
обратно отсортирован_2;1;100;51292;
обратно отсортирован_2;2;100;409;
обратно отсортирован_2;3;100;57200;
обратно отсортирован_2;4;100;4347;
обратно отсортирован_2;5;100;11007;
обратно отсортирован_2;6;100;23607;
обратно отсортирован_2;7;100;7521;
обратно отсортирован_2;8;100;32382;
обратно отсортирован_2;9;100;4176;
обратно отсортирован_2;10;100;21314;
обратно отсортирован_2;11;100;4436;
обратно отсортирован_2;12;100;5065;
обратно отсортирован_2;0;200;77668;
обратно отсортирован_2;1;200;201999;
обратно отсортирован_2;2;200;749;
обратно отсортирован_2;3;200;241111;
обратно отсортирован_2;4;200;8140;
обратно отсортирован_2;5;200;24167;
обратно отсортирован_2;6;200;92141;
обратно отсортирован_2;7;200;16500;
обратно отсортирован_2;8;200;123490;
обратно отсортирован_2;9;200;7216;
обратно отсортирован_2;10;200;86069;
обратно отсортирован_2;11;200;10353;
обратно отсортирован_2;12;200;11677;
обратно отсортирован_2;0;300;167824;
обратно отсортирован_2;1;300;460198;
обратно отсортирован_2;2;300;1115;
обратно отсортирован_2;3;300;524336;
обратно отсортирован_2;4;300;13240;
обратно отсортирован_2;5;300;54220;
обратно отсортирован_2;6;300;344893;
обратно отсортирован_2;7;300;25680;
обратно отсортирован_2;8;300;278634;
обратно отсортирован_2;9;300;10031;
обратно отсортирован_2;10;300;175326;
обратно отсортирован_2;11;300;15701;
обратно отсортирован_2;12;300;19613;
обратно отсортирован_2;0;400;295503;
обратно отсортирован_2;1;400;892687;
обратно отсортирован_2;2;400;1635;
обратно отсортирован_2;3;400;1090690;
обратно отсортирован_2;4;400;16092;
обратно отсортирован_2;5;400;59862;
обратно отсортирован_2;6;400;543221;
обратно отсортирован_2;7;400;34611;
обратно отсортирован_2;8;400;524738;
обратно отсортирован_2;9;400;14313;
обратно отсортирован_2;10;400;317754;
обратно отсортирован_2;11;400;21808;
обратно отсортирован_2;12;400;26080;
обратно отсортирован_2;0;500;452399;
обратно отсортирован_2;1;500;1279410;
обратно отсортирован_2;2;500;1829;
обратно отсортирован_2;3;500;1503009;
обратно отсортирован_2;4;500;21743;
обратно отсортирован_2;5;500;83364;
обратно отсортирован_2;6;500;662761;
обратно отсортирован_2;7;500;52782;
обратно отсортирован_2;8;500;758239;
обратно отсортирован_2;9;500;15979;
обратно отсортирован_2;10;500;478047;
обратно отсортирован_2;11;500;29910;
обратно отсортирован_2;12;500;35421;
