Number of substitution;Size of text;Size_of_alphabet;Size of pattern;Type of algorithm;Time(ns)
2;100000;2;1700;Алгоритм КМП с применением уточненных граней;6276578
2;100000;2;1800;Наивный алгоритм;6669054
2;100000;2;1800;Алгоритм КМП с применением стандартных граней;4967638
2;100000;2;1800;Алгоритм КМП с применением уточненных граней;5121589
2;100000;2;1900;Наивный алгоритм;5202722
2;100000;2;1900;Алгоритм КМП с применением стандартных граней;5015988
2;100000;2;1900;Алгоритм КМП с применением уточненных граней;5930297
2;100000;2;2000;Наивный алгоритм;5212236
2;100000;2;2000;Алгоритм КМП с применением стандартных граней;5382328
2;100000;2;2000;Алгоритм КМП с применением уточненных граней;4964484
2;100000;2;2100;Наивный алгоритм;5538172
2;100000;2;2100;Алгоритм КМП с применением стандартных граней;5247240
2;100000;2;2100;Алгоритм КМП с применением уточненных граней;5151103
2;100000;2;2200;Наивный алгоритм;5760467
2;100000;2;2200;Алгоритм КМП с применением стандартных граней;5333919
2;100000;2;2200;Алгоритм КМП с применением уточненных граней;4981335
2;100000;2;2300;Наивный алгоритм;5475228
2;100000;2;2300;Алгоритм КМП с применением стандартных граней;5523434
2;100000;2;2300;Алгоритм КМП с применением уточненных граней;4934166
2;100000;2;2400;Наивный алгоритм;5402427
2;100000;2;2400;Алгоритм КМП с применением стандартных граней;5471175
2;100000;2;2400;Алгоритм КМП с применением уточненных граней;5038855
2;100000;2;2500;Наивный алгоритм;5175106
2;100000;2;2500;Алгоритм КМП с применением стандартных граней;5415599
2;100000;2;2500;Алгоритм КМП с применением уточненных граней;5281944
2;100000;2;2600;Наивный алгоритм;5200682
2;100000;2;2600;Алгоритм КМП с применением стандартных граней;4908740
2;100000;2;2600;Алгоритм КМП с применением уточненных граней;5000869
2;100000;2;2700;Наивный алгоритм;5373174
2;100000;2;2700;Алгоритм КМП с применением стандартных граней;5364709
2;100000;2;2700;Алгоритм КМП с применением уточненных граней;5127887
2;100000;2;2800;Наивный алгоритм;5418414
2;100000;2;2800;Алгоритм КМП с применением стандартных граней;5194688
2;100000;2;2800;Алгоритм КМП с применением уточненных граней;5166091
2;100000;2;2900;Наивный алгоритм;5582485
2;100000;2;2900;Алгоритм КМП с применением стандартных граней;5242065
2;100000;2;2900;Алгоритм КМП с применением уточненных граней;5222861
2;100000;2;3000;Наивный алгоритм;5429941
2;100000;2;3000;Алгоритм КМП с применением стандартных граней;5293364
2;100000;2;3000;Алгоритм КМП с применением уточненных граней;5676573
2;100000;4;100;Наивный алгоритм;3818096
2;100000;4;100;Алгоритм КМП с применением стандартных граней;4114951
2;100000;4;100;Алгоритм КМП с применением уточненных граней;4008117
2;100000;4;200;Наивный алгоритм;4059873
2;100000;4;200;Алгоритм КМП с применением стандартных граней;3978809
2;100000;4;200;Алгоритм КМП с применением уточненных граней;4063978
2;100000;4;300;Наивный алгоритм;4164452
2;100000;4;300;Алгоритм КМП с применением стандартных граней;3859164
2;100000;4;300;Алгоритм КМП с применением уточненных граней;4244679
2;100000;4;400;Наивный алгоритм;4513028
2;100000;4;400;Алгоритм КМП с применением стандартных граней;4225048
2;100000;4;400;Алгоритм КМП с применением уточненных граней;4630528
2;100000;4;500;Наивный алгоритм;4168831
2;100000;4;500;Алгоритм КМП с применением стандартных граней;4223772
2;100000;4;500;Алгоритм КМП с применением уточненных граней;4225984
2;100000;4;600;Наивный алгоритм;3894136
2;100000;4;600;Алгоритм КМП с применением стандартных граней;3843538
2;100000;4;600;Алгоритм КМП с применением уточненных граней;4059793
2;100000;4;700;Наивный алгоритм;3663456
2;100000;4;700;Алгоритм КМП с применением стандартных граней;4148020
2;100000;4;700;Алгоритм КМП с применением уточненных граней;4192080
2;100000;4;800;Наивный алгоритм;3600235
2;100000;4;800;Алгоритм КМП с применением стандартных граней;3865490
2;100000;4;800;Алгоритм КМП с применением уточненных граней;3911981
2;100000;4;900;Наивный алгоритм;3645619
2;100000;4;900;Алгоритм КМП с применением стандартных граней;4283398
2;100000;4;900;Алгоритм КМП с применением уточненных граней;3702041
2;100000;4;1000;Наивный алгоритм;4078793
2;100000;4;1000;Алгоритм КМП с применением стандартных граней;3897562
2;100000;4;1000;Алгоритм КМП с применением уточненных граней;3954775
2;100000;4;1100;Наивный алгоритм;3870947
2;100000;4;1100;Алгоритм КМП с применением стандартных граней;4087643
2;100000;4;1100;Алгоритм КМП с применением уточненных граней;3959268
2;100000;4;1200;Наивный алгоритм;3602860
2;100000;4;1200;Алгоритм КМП с применением стандартных граней;3822046
2;100000;4;1200;Алгоритм КМП с применением уточненных граней;4014675
2;100000;4;1300;Наивный алгоритм;4230706
2;100000;4;1300;Алгоритм КМП с применением стандартных граней;4006600
2;100000;4;1300;Алгоритм КМП с применением уточненных граней;4347588
2;100000;4;1400;Наивный алгоритм;4189845
2;100000;4;1400;Алгоритм КМП с применением стандартных граней;4281279
2;100000;4;1400;Алгоритм КМП с применением уточненных граней;4759027
2;100000;4;1500;Наивный алгоритм;4075975
2;100000;4;1500;Алгоритм КМП с применением стандартных граней;3964604
2;100000;4;1500;Алгоритм КМП с применением уточненных граней;4307949
2;100000;4;1600;Наивный алгоритм;3921093
2;100000;4;1600;Алгоритм КМП с применением стандартных граней;3861516
2;100000;4;1600;Алгоритм КМП с применением уточненных граней;4118007
2;100000;4;1700;Наивный алгоритм;3907048
2;100000;4;1700;Алгоритм КМП с применением стандартных граней;4047861
2;100000;4;1700;Алгоритм КМП с применением уточненных граней;4183937
2;100000;4;1800;Наивный алгоритм;3663011
2;100000;4;1800;Алгоритм КМП с применением стандартных граней;4345442
2;100000;4;1800;Алгоритм КМП с применением уточненных граней;4285974
2;100000;4;1900;Наивный алгоритм;4001705
2;100000;4;1900;Алгоритм КМП с применением стандартных граней;4365387
2;100000;4;1900;Алгоритм КМП с применением уточненных граней;3750466
2;100000;4;2000;Наивный алгоритм;3622563
2;100000;4;2000;Алгоритм КМП с применением стандартных граней;4331582
2;100000;4;2000;Алгоритм КМП с применением уточненных граней;4170576
2;100000;4;2100;Наивный алгоритм;3843493
2;100000;4;2100;Алгоритм КМП с применением стандартных граней;3831497
2;100000;4;2100;Алгоритм КМП с применением уточненных граней;4057474
2;100000;4;2200;Наивный алгоритм;3969083
2;100000;4;2200;Алгоритм КМП с применением стандартных граней;4228096
2;100000;4;2200;Алгоритм КМП с применением уточненных граней;4106231
2;100000;4;2300;Наивный алгоритм;3720228
2;100000;4;2300;Алгоритм КМП с применением стандартных граней;4320908
2;100000;4;2300;Алгоритм КМП с применением уточненных граней;3970155
2;100000;4;2400;Наивный алгоритм;4114660
2;100000;4;2400;Алгоритм КМП с применением стандартных граней;4234150
2;100000;4;2400;Алгоритм КМП с применением уточненных граней;3778953
2;100000;4;2500;Наивный алгоритм;3814955
2;100000;4;2500;Алгоритм КМП с применением стандартных граней;3910790
2;100000;4;2500;Алгоритм КМП с применением уточненных граней;4304969
2;100000;4;2600;Наивный алгоритм;3524358
2;100000;4;2600;Алгоритм КМП с применением стандартных граней;3585410
2;100000;4;2600;Алгоритм КМП с применением уточненных граней;3956521
2;100000;4;2700;Наивный алгоритм;3692690
2;100000;4;2700;Алгоритм КМП с применением стандартных граней;3959137
2;100000;4;2700;Алгоритм КМП с применением уточненных граней;3959805
2;100000;4;2800;Наивный алгоритм;3772172
2;100000;4;2800;Алгоритм КМП с применением стандартных граней;4166145
2;100000;4;2800;Алгоритм КМП с применением уточненных граней;4045967
2;100000;4;2900;Наивный алгоритм;3955710
2;100000;4;2900;Алгоритм КМП с применением стандартных граней;4639322
2;100000;4;2900;Алгоритм КМП с применением уточненных граней;4368074
2;100000;4;3000;Наивный алгоритм;3799842
2;100000;4;3000;Алгоритм КМП с применением стандартных граней;4474287
2;100000;4;3000;Алгоритм КМП с применением уточненных граней;4147930
3;10000;2;100;Наивный алгоритм;508617
3;10000;2;100;Алгоритм КМП с применением стандартных граней;470428
3;10000;2;100;Алгоритм КМП с применением уточненных граней;454258
3;10000;2;200;Наивный алгоритм;669308
3;10000;2;200;Алгоритм КМП с применением стандартных граней;467468
3;10000;2;200;Алгоритм КМП с применением уточненных граней;499262
3;10000;2;300;Наивный алгоритм;685494
3;10000;2;300;Алгоритм КМП с применением стандартных граней;812430
3;10000;2;300;Алгоритм КМП с применением уточненных граней;1230797
3;10000;2;400;Наивный алгоритм;466541
3;10000;2;400;Алгоритм КМП с применением стандартных граней;469311
3;10000;2;400;Алгоритм КМП с применением уточненных граней;467721
3;10000;2;500;Наивный алгоритм;786753
3;10000;2;500;Алгоритм КМП с применением стандартных граней;645023
3;10000;2;500;Алгоритм КМП с применением уточненных граней;607468
3;10000;2;600;Наивный алгоритм;641417
3;10000;2;600;Алгоритм КМП с применением стандартных граней;613235
3;10000;2;600;Алгоритм КМП с применением уточненных граней;753910
3;10000;2;700;Наивный алгоритм;873674
3;10000;2;700;Алгоритм КМП с применением стандартных граней;695291
3;10000;2;700;Алгоритм КМП с применением уточненных граней;742025
3;10000;2;800;Наивный алгоритм;690614
3;10000;2;800;Алгоритм КМП с применением стандартных граней;1311649
3;10000;2;800;Алгоритм КМП с применением уточненных граней;675712
3;10000;2;900;Наивный алгоритм;645740
3;10000;2;900;Алгоритм КМП с применением стандартных граней;830186
3;10000;2;900;Алгоритм КМП с применением уточненных граней;689359
3;10000;2;1000;Наивный алгоритм;666442
3;10000;2;1000;Алгоритм КМП с применением стандартных граней;671150
3;10000;2;1000;Алгоритм КМП с применением уточненных граней;689820
3;10000;2;1100;Наивный алгоритм;663998
3;10000;2;1100;Алгоритм КМП с применением стандартных граней;710829
3;10000;2;1100;Алгоритм КМП с применением уточненных граней;659770
3;10000;2;1200;Наивный алгоритм;638965
3;10000;2;1200;Алгоритм КМП с применением стандартных граней;778095
3;10000;2;1200;Алгоритм КМП с применением уточненных граней;664243
3;10000;2;1300;Наивный алгоритм;646861
3;10000;2;1300;Алгоритм КМП с применением стандартных граней;666143
3;10000;2;1300;Алгоритм КМП с применением уточненных граней;650119
3;10000;2;1400;Наивный алгоритм;651535
3;10000;2;1400;Алгоритм КМП с применением стандартных граней;698366
3;10000;2;1400;Алгоритм КМП с применением уточненных граней;718393
3;10000;2;1500;Наивный алгоритм;592559
3;10000;2;1500;Алгоритм КМП с применением стандартных граней;673306
3;10000;2;1500;Алгоритм КМП с применением уточненных граней;1050081
3;10000;2;1600;Наивный алгоритм;694114
3;10000;2;1600;Алгоритм КМП с применением стандартных граней;606826
3;10000;2;1600;Алгоритм КМП с применением уточненных граней;633142
3;10000;2;1700;Наивный алгоритм;695749
3;10000;2;1700;Алгоритм КМП с применением стандартных граней;664742
3;10000;2;1700;Алгоритм КМП с применением уточненных граней;723037
3;10000;2;1800;Наивный алгоритм;628818
3;10000;2;1800;Алгоритм КМП с применением стандартных граней;606167
3;10000;2;1800;Алгоритм КМП с применением уточненных граней;1011186
3;10000;2;1900;Наивный алгоритм;645139
3;10000;2;1900;Алгоритм КМП с применением стандартных граней;691754
3;10000;2;1900;Алгоритм КМП с применением уточненных граней;655311
3;10000;2;2000;Наивный алгоритм;654430
3;10000;2;2000;Алгоритм КМП с применением стандартных граней;622077
3;10000;2;2000;Алгоритм КМП с применением уточненных граней;688169
3;10000;2;2100;Наивный алгоритм;713610
3;10000;2;2100;Алгоритм КМП с применением стандартных граней;633778
3;10000;2;2100;Алгоритм КМП с применением уточненных граней;985736
3;10000;2;2200;Наивный алгоритм;599062
3;10000;2;2200;Алгоритм КМП с применением стандартных граней;628077
3;10000;2;2200;Алгоритм КМП с применением уточненных граней;784379
3;10000;2;2300;Наивный алгоритм;639728
3;10000;2;2300;Алгоритм КМП с применением стандартных граней;636420
3;10000;2;2300;Алгоритм КМП с применением уточненных граней;725452
3;10000;2;2400;Наивный алгоритм;578429
3;10000;2;2400;Алгоритм КМП с применением стандартных граней;733536
3;10000;2;2400;Алгоритм КМП с применением уточненных граней;1076767
3;10000;2;2500;Наивный алгоритм;592310
3;10000;2;2500;Алгоритм КМП с применением стандартных граней;636671
3;10000;2;2500;Алгоритм КМП с применением уточненных граней;802885
3;10000;2;2600;Наивный алгоритм;649668
3;10000;2;2600;Алгоритм КМП с применением стандартных граней;631717
3;10000;2;2600;Алгоритм КМП с применением уточненных граней;732458
3;10000;2;2700;Наивный алгоритм;586540
3;10000;2;2700;Алгоритм КМП с применением стандартных граней;729472
3;10000;2;2700;Алгоритм КМП с применением уточненных граней;1086812
3;10000;2;2800;Наивный алгоритм;580290
3;10000;2;2800;Алгоритм КМП с применением стандартных граней;703508
3;10000;2;2800;Алгоритм КМП с применением уточненных граней;729987
3;10000;2;2900;Наивный алгоритм;604321
3;10000;2;2900;Алгоритм КМП с применением стандартных граней;661668
3;10000;2;2900;Алгоритм КМП с применением уточненных граней;676235
3;10000;2;3000;Наивный алгоритм;609370
3;10000;2;3000;Алгоритм КМП с применением стандартных граней;754558
3;10000;2;3000;Алгоритм КМП с применением уточненных граней;1043498
3;10000;4;100;Наивный алгоритм;443401
3;10000;4;100;Алгоритм КМП с применением стандартных граней;502089
3;10000;4;100;Алгоритм КМП с применением уточненных граней;467496
3;10000;4;200;Наивный алгоритм;440943
3;10000;4;200;Алгоритм КМП с применением стандартных граней;567482
3;10000;4;200;Алгоритм КМП с применением уточненных граней;522678
3;10000;4;300;Наивный алгоритм;421871
3;10000;4;300;Алгоритм КМП с применением стандартных граней;439835
3;10000;4;300;Алгоритм КМП с применением уточненных граней;452541
3;10000;4;400;Наивный алгоритм;480358
3;10000;4;400;Алгоритм КМП с применением стандартных граней;479759
3;10000;4;400;Алгоритм КМП с применением уточненных граней;847248
3;10000;4;500;Наивный алгоритм;447410
3;10000;4;500;Алгоритм КМП с применением стандартных граней;517810
3;10000;4;500;Алгоритм КМП с применением уточненных граней;464399
3;10000;4;600;Наивный алгоритм;451263
3;10000;4;600;Алгоритм КМП с применением стандартных граней;578452
3;10000;4;600;Алгоритм КМП с применением уточненных граней;523617
3;10000;4;700;Наивный алгоритм;484555
3;10000;4;700;Алгоритм КМП с применением стандартных граней;496999
3;10000;4;700;Алгоритм КМП с применением уточненных граней;540729
3;10000;4;800;Наивный алгоритм;465418
3;10000;4;800;Алгоритм КМП с применением стандартных граней;555007
3;10000;4;800;Алгоритм КМП с применением уточненных граней;893734
3;10000;4;900;Наивный алгоритм;466812
3;10000;4;900;Алгоритм КМП с применением стандартных граней;473041
3;10000;4;900;Алгоритм КМП с применением уточненных граней;501464
3;10000;4;1000;Наивный алгоритм;497366
3;10000;4;1000;Алгоритм КМП с применением стандартных граней;566095
3;10000;4;1000;Алгоритм КМП с применением уточненных граней;713597
3;10000;4;1100;Наивный алгоритм;637770
3;10000;4;1100;Алгоритм КМП с применением стандартных граней;486458
3;10000;4;1100;Алгоритм КМП с применением уточненных граней;502823
3;10000;4;1200;Наивный алгоритм;846200
3;10000;4;1200;Алгоритм КМП с применением стандартных граней;638187
3;10000;4;1200;Алгоритм КМП с применением уточненных граней;489211
3;10000;4;1300;Наивный алгоритм;429275
3;10000;4;1300;Алгоритм КМП с применением стандартных граней;514485
3;10000;4;1300;Алгоритм КМП с применением уточненных граней;581612
3;10000;4;1400;Наивный алгоритм;455967
3;10000;4;1400;Алгоритм КМП с применением стандартных граней;555931
3;10000;4;1400;Алгоритм КМП с применением уточненных граней;623526
3;10000;4;1500;Наивный алгоритм;436616
3;10000;4;1500;Алгоритм КМП с применением стандартных граней;508964
3;10000;4;1500;Алгоритм КМП с применением уточненных граней;861891
3;10000;4;1600;Наивный алгоритм;507510
3;10000;4;1600;Алгоритм КМП с применением стандартных граней;544024
3;10000;4;1600;Алгоритм КМП с применением уточненных граней;494697
3;10000;4;1700;Наивный алгоритм;507545
3;10000;4;1700;Алгоритм КМП с применением стандартных граней;520823
3;10000;4;1700;Алгоритм КМП с применением уточненных граней;593692
3;10000;4;1800;Наивный алгоритм;436580
3;10000;4;1800;Алгоритм КМП с применением стандартных граней;670417
3;10000;4;1800;Алгоритм КМП с применением уточненных граней;510333
3;10000;4;1900;Наивный алгоритм;439716
3;10000;4;1900;Алгоритм КМП с применением стандартных граней;503837
3;10000;4;1900;Алгоритм КМП с применением уточненных граней;840461
3;10000;4;2000;Наивный алгоритм;441365
3;10000;4;2000;Алгоритм КМП с применением стандартных граней;589789
3;10000;4;2000;Алгоритм КМП с применением уточненных граней;551315
3;10000;4;2100;Наивный алгоритм;415492
3;10000;4;2100;Алгоритм КМП с применением стандартных граней;563863
3;10000;4;2100;Алгоритм КМП с применением уточненных граней;501108
3;10000;4;2200;Наивный алгоритм;498258
3;10000;4;2200;Алгоритм КМП с применением стандартных граней;487631
3;10000;4;2200;Алгоритм КМП с применением уточненных граней;556115
3;10000;4;2300;Наивный алгоритм;435406
3;10000;4;2300;Алгоритм КМП с применением стандартных граней;720757
3;10000;4;2300;Алгоритм КМП с применением уточненных граней;769788
3;10000;4;2400;Наивный алгоритм;418505
3;10000;4;2400;Алгоритм КМП с применением стандартных граней;570548
3;10000;4;2400;Алгоритм КМП с применением уточненных граней;571581
3;10000;4;2500;Наивный алгоритм;425130
3;10000;4;2500;Алгоритм КМП с применением стандартных граней;575568
3;10000;4;2500;Алгоритм КМП с применением уточненных граней;567648
3;10000;4;2600;Наивный алгоритм;425326
3;10000;4;2600;Алгоритм КМП с применением стандартных граней;522115
3;10000;4;2600;Алгоритм КМП с применением уточненных граней;638267
3;10000;4;2700;Наивный алгоритм;494224
3;10000;4;2700;Алгоритм КМП с применением стандартных граней;925740
3;10000;4;2700;Алгоритм КМП с применением уточненных граней;523947
3;10000;4;2800;Наивный алгоритм;463011
3;10000;4;2800;Алгоритм КМП с применением стандартных граней;545795
3;10000;4;2800;Алгоритм КМП с применением уточненных граней;584947
3;10000;4;2900;Наивный алгоритм;439306
3;10000;4;2900;Алгоритм КМП с применением стандартных граней;542009
3;10000;4;2900;Алгоритм КМП с применением уточненных граней;523686
3;10000;4;3000;Наивный алгоритм;407999
3;10000;4;3000;Алгоритм КМП с применением стандартных граней;504768
3;10000;4;3000;Алгоритм КМП с применением уточненных граней;613205
3;100000;2;100;Наивный алгоритм;7292405
3;100000;2;100;Алгоритм КМП с применением стандартных граней;6433300
3;100000;2;100;Алгоритм КМП с применением уточненных граней;6896061
3;100000;2;200;Наивный алгоритм;7001986
3;100000;2;200;Алгоритм КМП с применением стандартных граней;7346973
3;100000;2;200;Алгоритм КМП с применением уточненных граней;6856228
3;100000;2;300;Наивный алгоритм;6384792
3;100000;2;300;Алгоритм КМП с применением стандартных граней;6142423
3;100000;2;300;Алгоритм КМП с применением уточненных граней;7273140
3;100000;2;400;Наивный алгоритм;9060935
3;100000;2;400;Алгоритм КМП с применением стандартных граней;6562864
3;100000;2;400;Алгоритм КМП с применением уточненных граней;6301927
3;100000;2;500;Наивный алгоритм;7081568
3;100000;2;500;Алгоритм КМП с применением стандартных граней;6657613
3;100000;2;500;Алгоритм КМП с применением уточненных граней;6963832
3;100000;2;600;Наивный алгоритм;7217411
3;100000;2;600;Алгоритм КМП с применением стандартных граней;6562935
3;100000;2;600;Алгоритм КМП с применением уточненных граней;6762374
3;100000;2;700;Наивный алгоритм;6788722
3;100000;2;700;Алгоритм КМП с применением стандартных граней;6322347
3;100000;2;700;Алгоритм КМП с применением уточненных граней;6575407
3;100000;2;800;Наивный алгоритм;6884129
3;100000;2;800;Алгоритм КМП с применением стандартных граней;6141162
3;100000;2;800;Алгоритм КМП с применением уточненных граней;6516778
3;100000;2;900;Наивный алгоритм;7265142
3;100000;2;900;Алгоритм КМП с применением стандартных граней;6742574
3;100000;2;900;Алгоритм КМП с применением уточненных граней;6622058
3;100000;2;1000;Наивный алгоритм;7574754
3;100000;2;1000;Алгоритм КМП с применением стандартных граней;6745311
3;100000;2;1000;Алгоритм КМП с применением уточненных граней;6758956
3;100000;2;1100;Наивный алгоритм;6591636
3;100000;2;1100;Алгоритм КМП с применением стандартных граней;6723021
3;100000;2;1100;Алгоритм КМП с применением уточненных граней;6538764
3;100000;2;1200;Наивный алгоритм;7277466
3;100000;2;1200;Алгоритм КМП с применением стандартных граней;6291982
3;100000;2;1200;Алгоритм КМП с применением уточненных граней;6582979
3;100000;2;1300;Наивный алгоритм;6359097
3;100000;2;1300;Алгоритм КМП с применением стандартных граней;6113373
3;100000;2;1300;Алгоритм КМП с применением уточненных граней;6313854
3;100000;2;1400;Наивный алгоритм;6887507
3;100000;2;1400;Алгоритм КМП с применением стандартных граней;6816067
3;100000;2;1400;Алгоритм КМП с применением уточненных граней;6930587
3;100000;2;1500;Наивный алгоритм;6868133
3;100000;2;1500;Алгоритм КМП с применением стандартных граней;6225811
3;100000;2;1500;Алгоритм КМП с применением уточненных граней;6718179
3;100000;2;1600;Наивный алгоритм;6543459
3;100000;2;1600;Алгоритм КМП с применением стандартных граней;6861180
3;100000;2;1600;Алгоритм КМП с применением уточненных граней;7098347
3;100000;2;1700;Наивный алгоритм;8614351
3;100000;2;1700;Алгоритм КМП с применением стандартных граней;6525191
3;100000;2;1700;Алгоритм КМП с применением уточненных граней;6665976
3;100000;2;1800;Наивный алгоритм;6469848
3;100000;2;1800;Алгоритм КМП с применением стандартных граней;6455191
3;100000;2;1800;Алгоритм КМП с применением уточненных граней;6268913
3;100000;2;1900;Наивный алгоритм;6942518
3;100000;2;1900;Алгоритм КМП с применением стандартных граней;5981004
3;100000;2;1900;Алгоритм КМП с применением уточненных граней;6538214
3;100000;2;2000;Наивный алгоритм;6561178
3;100000;2;2000;Алгоритм КМП с применением стандартных граней;6113918
3;100000;2;2000;Алгоритм КМП с применением уточненных граней;6499894
3;100000;2;2100;Наивный алгоритм;7367809
3;100000;2;2100;Алгоритм КМП с применением стандартных граней;6618131
3;100000;2;2100;Алгоритм КМП с применением уточненных граней;6562071
3;100000;2;2200;Наивный алгоритм;6776392
3;100000;2;2200;Алгоритм КМП с применением стандартных граней;6635500
3;100000;2;2200;Алгоритм КМП с применением уточненных граней;6807029
3;100000;2;2300;Наивный алгоритм;6570713
3;100000;2;2300;Алгоритм КМП с применением стандартных граней;7356945
3;100000;2;2300;Алгоритм КМП с применением уточненных граней;6586982
3;100000;2;2400;Наивный алгоритм;6896984
3;100000;2;2400;Алгоритм КМП с применением стандартных граней;6165662
3;100000;2;2400;Алгоритм КМП с применением уточненных граней;5966984
3;100000;2;2500;Наивный алгоритм;6954934
3;100000;2;2500;Алгоритм КМП с применением стандартных граней;6109826
3;100000;2;2500;Алгоритм КМП с применением уточненных граней;6282773
3;100000;2;2600;Наивный алгоритм;6733430
3;100000;2;2600;Алгоритм КМП с применением стандартных граней;6387881
3;100000;2;2600;Алгоритм КМП с применением уточненных граней;6716682
3;100000;2;2700;Наивный алгоритм;6907531
3;100000;2;2700;Алгоритм КМП с применением стандартных граней;6965187
3;100000;2;2700;Алгоритм КМП с применением уточненных граней;7018504
3;100000;2;2800;Наивный алгоритм;6872759
3;100000;2;2800;Алгоритм КМП с применением стандартных граней;6804109
3;100000;2;2800;Алгоритм КМП с применением уточненных граней;6685115
3;100000;2;2900;Наивный алгоритм;7599858
3;100000;2;2900;Алгоритм КМП с применением стандартных граней;7891187
3;100000;2;2900;Алгоритм КМП с применением уточненных граней;7549747
3;100000;2;3000;Наивный алгоритм;7836650
3;100000;2;3000;Алгоритм КМП с применением стандартных граней;6292728
3;100000;2;3000;Алгоритм КМП с применением уточненных граней;6559593
3;100000;4;100;Наивный алгоритм;4993315
3;100000;4;100;Алгоритм КМП с применением стандартных граней;5325407
3;100000;4;100;Алгоритм КМП с применением уточненных граней;4909116
3;100000;4;200;Наивный алгоритм;4615051
3;100000;4;200;Алгоритм КМП с применением стандартных граней;5016685
3;100000;4;200;Алгоритм КМП с применением уточненных граней;5224198
3;100000;4;300;Наивный алгоритм;4906237
3;100000;4;300;Алгоритм КМП с применением стандартных граней;5129293
3;100000;4;300;Алгоритм КМП с применением уточненных граней;4731345
3;100000;4;400;Наивный алгоритм;4664721
3;100000;4;400;Алгоритм КМП с применением стандартных граней;4980331
3;100000;4;400;Алгоритм КМП с применением уточненных граней;5015473
3;100000;4;500;Наивный алгоритм;5008359
3;100000;4;500;Алгоритм КМП с применением стандартных граней;5290665
3;100000;4;500;Алгоритм КМП с применением уточненных граней;5218808
3;100000;4;600;Наивный алгоритм;4900910
3;100000;4;600;Алгоритм КМП с применением стандартных граней;4897530
3;100000;4;600;Алгоритм КМП с применением уточненных граней;4639315
3;100000;4;700;Наивный алгоритм;4846378
3;100000;4;700;Алгоритм КМП с применением стандартных граней;5390552
3;100000;4;700;Алгоритм КМП с применением уточненных граней;4979099
3;100000;4;800;Наивный алгоритм;4789889
3;100000;4;800;Алгоритм КМП с применением стандартных граней;5078299
3;100000;4;800;Алгоритм КМП с применением уточненных граней;5276255
3;100000;4;900;Наивный алгоритм;5420943
3;100000;4;900;Алгоритм КМП с применением стандартных граней;5132564
3;100000;4;900;Алгоритм КМП с применением уточненных граней;5251475
3;100000;4;1000;Наивный алгоритм;4733414
3;100000;4;1000;Алгоритм КМП с применением стандартных граней;5215349
3;100000;4;1000;Алгоритм КМП с применением уточненных граней;5158852
3;100000;4;1100;Наивный алгоритм;4951635
3;100000;4;1100;Алгоритм КМП с применением стандартных граней;5042075
3;100000;4;1100;Алгоритм КМП с применением уточненных граней;5319038
3;100000;4;1200;Наивный алгоритм;4591251
3;100000;4;1200;Алгоритм КМП с применением стандартных граней;5135660
3;100000;4;1200;Алгоритм КМП с применением уточненных граней;5002197
3;100000;4;1300;Наивный алгоритм;4586480
3;100000;4;1300;Алгоритм КМП с применением стандартных граней;4768075
3;100000;4;1300;Алгоритм КМП с применением уточненных граней;4967902
3;100000;4;1400;Наивный алгоритм;3999255
3;100000;4;1400;Алгоритм КМП с применением стандартных граней;3870539
3;100000;4;1400;Алгоритм КМП с применением уточненных граней;4173528
3;100000;4;1500;Наивный алгоритм;4761977
3;100000;4;1500;Алгоритм КМП с применением стандартных граней;5130116
3;100000;4;1500;Алгоритм КМП с применением уточненных граней;4720215
3;100000;4;1600;Наивный алгоритм;4881783
3;100000;4;1600;Алгоритм КМП с применением стандартных граней;5477051
3;100000;4;1600;Алгоритм КМП с применением уточненных граней;6401445
3;100000;4;1700;Наивный алгоритм;4841061
3;100000;4;1700;Алгоритм КМП с применением стандартных граней;5130254
3;100000;4;1700;Алгоритм КМП с применением уточненных граней;4993595
3;100000;4;1800;Наивный алгоритм;4982549
3;100000;4;1800;Алгоритм КМП с применением стандартных граней;5666322
3;100000;4;1800;Алгоритм КМП с применением уточненных граней;5382809
3;100000;4;1900;Наивный алгоритм;4718047
3;100000;4;1900;Алгоритм КМП с применением стандартных граней;5083991
3;100000;4;1900;Алгоритм КМП с применением уточненных граней;4953056
3;100000;4;2000;Наивный алгоритм;6218085
3;100000;4;2000;Алгоритм КМП с применением стандартных граней;5565441
3;100000;4;2000;Алгоритм КМП с применением уточненных граней;5353814
3;100000;4;2100;Наивный алгоритм;4965661
3;100000;4;2100;Алгоритм КМП с применением стандартных граней;5708557
3;100000;4;2100;Алгоритм КМП с применением уточненных граней;5553284
3;100000;4;2200;Наивный алгоритм;5064055
3;100000;4;2200;Алгоритм КМП с применением стандартных граней;5286879
3;100000;4;2200;Алгоритм КМП с применением уточненных граней;4946916
3;100000;4;2300;Наивный алгоритм;5035675
3;100000;4;2300;Алгоритм КМП с применением стандартных граней;5227874
3;100000;4;2300;Алгоритм КМП с применением уточненных граней;4683630
3;100000;4;2400;Наивный алгоритм;4873906
3;100000;4;2400;Алгоритм КМП с применением стандартных граней;5010069
3;100000;4;2400;Алгоритм КМП с применением уточненных граней;5030679
3;100000;4;2500;Наивный алгоритм;5281682
3;100000;4;2500;Алгоритм КМП с применением стандартных граней;5840551
3;100000;4;2500;Алгоритм КМП с применением уточненных граней;5042883
